Item Id,SKU,Power Source,Sensor Type,Type,Installation Area,Lighting Technology,Brand,Features,Number of Lights,Theme,Number of Settings,Mounting,Light Color,Color,Style,Material,Finish,Power Consumption,Control Style,Size,Voltage,Character,Bulb Shape Code,IP Rating,Energy Star,Item Diameter,Smart Home Compatibility,Character Family,Color Temperature,Smart Home Protocol,Year Manufactured,Country/Region of Manufacture,Manufacturer Warranty,Bulb Life Hours,Lumens,Amperage,Assembly Required,LED Chip Code,Required Tools,Labels & Certifications,MPN,LED String/Strip Type,EC Range,Model,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Height,Item Length,Item Weight,Item Width,
"265600132190","DBMRL9574","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV308-LED9-BS","","","","","","","","","","",
"265600132460","DBMRL9573","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV308-LED9-SS","","","","","","","","","","",
"255440707302","DBMRL9572","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV308-LED9-SS-316","","","","","","","","","","",
"255444503291","DBMRL2630","","Light","Outdoor Lighting","","","Dabmar Lighting","","6","","6","","","","","Stainless Steel","Stainless Steel","","","","","","","","","","","","","","","","","","","","","","","","LV308-SS","","","","","","","","","","",
"255440709901","DBMRL9571","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED4-ABS","","","","","","","","","","",
"265603520485","DBMRL9570","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED4-ABZ","","","","","","","","","","",
"265603529887","DBMRL9569","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED4-AG","","","","","","","","","","",
"255444451482","DBMRL9596","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Copper","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED4-CP","","","","","","","","","","",
"265603525406","DBMRL9595","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED6-ABS","","","","","","","","","","",
"255440705315","DBMRL9594","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED6-ABZ","","","","","","","","","","",
"265603581533","DBMRL9593","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED6-AG","","","","","","","","","","",
"255444442248","DBMRL9592","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Copper","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED6-CP","","","","","","","","","","",
"255444413155","DBMRL9591","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED9-ABS","","","","","","","","","","",
"265603641227","DBMRL9590","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED9-ABZ","","","","","","","","","","",
"255444511911","DBMRL9589","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED9-AG","","","","","","","","","","",
"265603509445","DBMRL9588","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Copper","Brass","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV30-LED9-CP","","","","","","","","","","",
"255444528545","DBMRL9583","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV312-LED7","","","","","","","","","","",
"255444537275","DBMRL9585","","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV312/PAR","","","","","","","","","","",
"265603569641","DBMRL9610","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","","","","","","","","","","","","","","","","","","","LV312-PAR-LED14","","","","","","","","","","",
"255444398379","DBMRL9609","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV312-PAR-LED4","","","","","","","","","","",
"265603595493","DBMRL9607","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","PAR36","","","","","","","","","","","","","","","","","","LV312-PAR-LED9","","","","","","","","","","",
"255444495126","DBMRL9605","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV320-LED3-SS316","","","","","","","","","","",
"265600131047","DBMRL9604","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV320-LED7-SS316","","","","","","","","","","",
"255440707976","DBMRL9603","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV321-LED3-SS316","","","","","","","","","","",
"265603624786","DBMRL9602","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV321-LED7-SS316","","","","","","","","","","",
"255444430174","DBMRL9601","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV322-LED3-SS316","","","","","","","","","","",
"255440711978","DBMRL9600","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV322-LED7-SS316","","","","","","","","","","",
"255444483235","DBMRL2633","","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","Brass","","","","","","","","","","","","","","","","","","","","","","","","LV323-BS","","","","","","","","","","",
"255444474948","DBMRL2634","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","","","","","","","","","","","","","","","","","","","LV323-LED3-BS","","","","","","","","","","",
"265603609650","DBMRL9599","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","MR16","","","","","","","","","","","","","","","","","","LV323-LED7-BS","","","","","","","","","","",
"265603567834","DBMRL9598","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV323-LED7-SS316","","","","","","","","","","",
"255444413312","DBMRL2635","","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","","","","","","","","","","","","","","","","","","","LV323-SS316","","","","","","","","","","",
"255444503972","DBMRL9618","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","","","","","","","MR16","","","","","","","","","","","","","","","","","","LV342-LED7-WBS","","","","","","","","","","",
"265603629054","DBMRL9831","","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","MR16","","","","","","","","","","","","","","","","","","LV346-LED7-WBS","","","","","","","","","","",
"265603602531","DBMRL9851","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED3-BS","","","","","","","","","","",
"265603564083","DBMRL9849","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Copper","Copper","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED3-CP","","","","","","","","","","",
"255444512125","DBMRL8406","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED3-SS304","","","","","","","","","","",
"265603561674","DBMRL8405","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED3-SS316","","","","","","","","","","",
"255444508466","DBMRL8404","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED3-VG","","","","","","","","","","",
"255444429039","DBMRL8403","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","Black","Black","","","","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED7-B","","","","","","","","","","",
"265603568030","DBMRL8402","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","Brass","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED7-BS","","","","","","","","","","",
"265600134240","DBMRL8401","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Bronze","Bronze","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED7-BZ","","","","","","","","","","",
"265603536346","DBMRL8412","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Copper","Copper","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED7-CP","","","","","","","","","","",
"265603647127","DBMRL8411","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED7-SS304","","","","","","","","","","",
"255444484214","DBMRL8410","","","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED7-SS316","","","","","","","","","","",
"255444518526","DBMRL8409","","Light","Outdoor Lighting","","LED","Dabmar Lighting","","","","","","","","","","","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-LED7-VG","","","","","","","","","","",
"255444466803","DBMRL8408","","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Stainless Steel","Stainless Steel","","","","","","MR16","","","","","","","","","","","","","","","","","","LV625-SS/316","","","","","","","","","","",
"265600132903","DBMRL8454","","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LV-LED107A-B","","","","","","","","","","",
"255440706949","DBMRL8453","","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LV-LED107A-G","","","","","","","","","","",
"255444512026","DBMRL8452","","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LV-LED107A-VG","","","","","","","","","","",
"255444528678","DBMRL8451","","","Outdoor Lighting","","","Dabmar Lighting","","3","","3","","","","","","","","","","","","","","B","","","","","","","","","","","","","","","","LV-LED107B-B","","","","","","","","","","",
"255444460315","DBMRL8450","","","Outdoor Lighting","","","Dabmar Lighting","","3","","3","","","","","","","","","","","","","","B","","","","","","","","","","","","","","","","LV-LED107B-G","","","","","","","","","","",
"265603516601","DBMRL8449","","","Outdoor Lighting","","","Dabmar Lighting","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LV-LED107B-VG","","","","","","","","","","",
"255444509857","DBMRL5728","","","Outdoor Lighting","","","Dabmar Lighting","","6","","6","","","","","","","","","","12 V","","","","","","","","","","","","","","","","","","","","LV-LED120-30K-12-VG","","","","","","","","","","",
"255444414130","DBMRL5731","","","Outdoor Lighting","","","Dabmar Lighting","","6","","6","","","","","","","","","","12 V","","","","","","","","","","","","","","","","","","","","LV-LED120-30K-18-VG","","","","","","","","","","",
"255444455321","DBMRL5735","","","Outdoor Lighting","","","Dabmar Lighting","","6","","6","","","","","","","","","","12 V","","","","","","","","","","","","","","","","","","","","LV-LED120-30K-24-VG","","","","","","","","","","",
"265603569898","DBMRL5738","","","Outdoor Lighting","","","Dabmar Lighting","","6","","6","","","","","","","","","","12 V","","","","","","","","","","","","","","","","","","","","LV-LED120-65K-12-VG","","","","","","","","","","",
"255440708211","DBMRL5741","","","Outdoor Lighting","","","Dabmar Lighting","","6","","6","","","","","","","","","","12 V","","","","","","","","","","","","","","","","","","","","LV-LED120-65K-18-VG","","","","","","","","","","",
"265600141283","DBMRL5744","","","Outdoor Lighting","","","Dabmar Lighting","","6","","6","","","","","","","","","","12 V","","","","","","","","","","","","","","","","","","","","LV-LED120-65K-24-VG","","","","","","","","","","",
"265603624053","DBMRL9969","","Light","Outdoor Lighting","","","Dabmar Lighting","","3","Garden","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LV-LED-DOG-BB","","","","","","","","","","",
"255440701626","DBMRL9968","","Light","Outdoor Lighting","","","Dabmar Lighting","","3","Garden","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LV-LED-DOG-BW","","","","","","","","","","",
"265603595239","TRVAL64178","","","Outdoor Lighting","","","Hydrofarm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157897","","","","","","","","","","",
"265603537224","ACHR143655","Solar","","Outdoor Lighting","","LED","Living Accents","","12","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","3908480","","","","","","","","","","",
"255444495811","ACHR143663","","","Outdoor Lighting","","LED","Living Accents","Low Voltage","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","3924172","","","","","","","","","","",
"255444470063","ACHR143664","","","Outdoor Lighting","","LED","Living Accents","Low Voltage","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","3924222","","","","","","","","","","",
"265612023922","ZX9DBMRL9677","","","Outdoor Lighting","","","Intense","","","","","","Green","Green","","","","","","","","","PAR38","","","","","","","","","","","","","","","","","","IN2107499","","","","","","","","","","",
"265612031646","ZX9AQSCP2376","","Light","Outdoor Lighting","","LED","VividLighting","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","VI727019","","","","","","","","","","",
"265603522256","SCRNGEM014","","","Outdoor Lighting","Outdoor","","Screen Gems","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SGS3804LO","","","","","","","","","","",
"265603624264","TRVAL118379","","","Outdoor Lighting","","LED","STERNO HOME","","","","","","Black","Black","","Aluminum","","","","","","","","","","","","","","","","","","","","","","","","","241412","","","","","","","","","","",
