Item Id,SKU,Method of Removal,Type,Color,Brand,MPN,Custom Bundle,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"255581223737","NTMKGP16296","","Arts & Crafts","","Quilt In A Day","2003","","","","","","",
