Item Id,SKU,Color,Original/Reproduction,Brand,Type of Advertising,Date of Creation,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,Theme,
"255462041707","KEHE2691","","","King Arthur Flour","","","","","","","",
