Item Id,SKU,Sport/Activity,Brand,Material,Color,Features,Country/Region of Manufacture,Number of Items in Set,Team,Insert System,Character,Type,MPN,Model,Custom Bundle,Bundle Description,Personalize,Accents,California Prop 65 Warning,Character Family,Cutting End,Event,Event Type,Finish,Flag,Item Height,Item Length,Item Weight,Item Width,Maximum Length,Personalized,Set Includes,Signed,Vintage,Personalization Instructions,
"255576746794","SWTM25716","Golf","Schwartz Sports Memorabilia","","Green","","","","","","","Shop By Type","BX502UHF1","","","","","","","","","","","","","","","","","","","","","","",
