Item Id,SKU,Theme,Year,Character/Story/Theme,Type,Brand,Features,Exclusive,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,Franchise,Occasion,Time Period Manufactured,
"265597101587","BDRMN0684","Christmas","","","Christmas","Biedermann & Sons","","","","","","","","","",
