Item Id,SKU,Brand,Mounting,Material,Type,Size,Color,Number of Stations,Suitable For,Features,Assembly Required,Capacity,Country/Region of Manufacture,Style,Item Weight,Item Width,Year Manufactured,Item Height,Item Depth,MPN,Bundle Description,California Prop 65 Warning,Custom Bundle,Model,
"265607054392","308045","Unbranded","Hanging","Plastic","Seed Feeder","Large","","","Bluebirds","Easy Clean","No","","China","Modern","6 oz","3.15""","2021","8.9""","8 in","Does not apply","","","No","",
