Item Id,SKU,Brand,Performance/Activity,Size,Color,Department,Fabric Type,Style,Country/Region of Manufacture,Size Type,Fit,Features,Waist Size,Theme,Inseam,Character,Material,Closure,Personalize,Pattern,Compression Area,Occasion,Handmade,Season,Vintage,Product Line,Garment Care,MPN,Model,California Prop 65 Warning,Personalization Instructions,
"255066374151","307644","Unbranded","Basketball,Beach,Bodybuilding,Cheerleading,CrossFit,Cross Training,Cycling,Driving","One Size","White","Unisex Adults","Microfiber","Athletic","Pakistan","Regular","Athletic","Adjustable Waist,Drawstring,Elastic Waist","30 in","Sports","","White Shorts 3 Stripes","100% Polyester","Drawstring","","Solid","Waist","Activewear,Casual,Travel","","","","","","","","","",
