Item Id,SKU,Subject,Type,Theme,Style,Brand,Features,Material,Room,Character Family,Size,Color,Character,Artist,Country/Region of Manufacture,Original/Reproduction,Origin,Signed,Orientation,Personalize,Additional Parts Required,Department,Vintage,Era,Product Line,Item Width,Item Height,Item Length,MPN,Bundle Description,California Prop 65 Warning,Care Instructions,Custom Bundle,Customized,Item Weight,Model,Personalization Instructions,
"265597117898","HS1090-24x36-CB","","Toys & Games","","","Hot Stuff","","","","","","","","","","","","","","","","","","","","","","","1090-24x36_CB","","","","","","","","",
