Item Id,SKU,Type,Brand,Features,Compatible Laptop Size,Compatible Brand,Color,Material,Compatible Product Line,Country/Region of Manufacture,Manufacturer Warranty,MPN,Model,Compatible Model,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,
"265198599693","307320","Laptop Stand/Riser","Unbranded","Adjustable Stand,Foldable","15 in","Universal","Black","","Universal","","","","Adjustable Laptop Stand","Universal","","","","","","",
