Item Id,SKU,Sensors,Type,Features,Brand,Country/Region of Manufacture,Sport/Activity,Material,Color,Vintage,Measurement Provided,Mobile App,Language,Measurement System,Power Source,Model,Display Resolution,Display Size,Battery Life,Bundle Description,California Prop 65 Warning,Connectivity,Custom Bundle,Item Height,Item Length,Item Weight,Item Width,MPN,Manufacturer Warranty,
"265631128311","CW10361","Compass","Outdoors","Compass","Ritchie Compass","","","","Black","","","","","","","","","","","","","","","","","","","HF-743","",
