Item Id,SKU,Brand,Sensors,Type,Sport/Activity,Display Size,Features,Number of Preloaded Courses,Item Height,Item Width,Item Length,Color,Connectivity,Accuracy,Display Resolution,Maximum Depth,Indoor/Outdoor,Country/Region of Manufacture,Vintage,Power Source,Material,Language,Model,Measurement System,Battery Life,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Weight,MPN,Manufacturer Warranty,Number of Items in Set,Set Includes,
"265623473056","PETRA14900","Garmin","GPS","Fishfinder","","3.5","Wireless","","","","","","","","480 x 320","1,600 ft freshwater*, 750 ft saltwater*","","","","","","","010-01550-10","","","","","","","010-01550-10","","","",
