Item Id,SKU,Model,Brand,Type,Format,Focus Type,Color,Country/Region of Manufacture,Series,Features,Year Manufactured,Manufacturer Warranty,MPN,Custom Bundle,Bundle Description,Item Weight,California Prop 65 Warning,Item Height,Item Length,Item Width,
"265272961322","307678","Nikon N5005","Nikon","SLR","35 mm","","Black","","","Built-in Flash","","","","","","","","","","",
