Item Id,SKU,Brand,Type,Features,Lighting Technology,Battery Technology,Number of Batteries,Power Source,Color,Material,Battery Included,Country/Region of Manufacture,Operating Range,Operating Time,Personalize,IP Rating,Number of Lights,Voltage,Lumens,Item Height,Item Length,Item Weight,Item Width,MPN,Bundle Description,Custom Bundle,Model,California Prop 65 Warning,Number of LEDs,Personalization Instructions,
"265623482463","ACHR150074","Nebo","Outdoors","","LED","18650","6","Battery","Black","","","","","","","","","","","","","","","3004010","","","","","","",
