Item Id,SKU,Type,Brand,Nail Gauge,Nail Gun Angle,Country/Region of Manufacture,Color,Maximum Working Pressure,Item Length,Item Diameter,Model,MPN,Flow Rate,Custom Bundle,Bundle Description,Manufacturer Warranty,Item Width,Item Height,California Prop 65 Warning,Item Weight,
"265644484951","JNSN48027","Brad Nail Gun","Bostitch","","","","Multicolor","","","","MCN150","MCN150","","","","","","","","5.83lbs.",
