Item Id,SKU,Material,Brand,Occasion,Size,Color,Theme,Character,Type,Character Family,Country/Region of Manufacture,Pattern,Recipient,Department,Personalize,Origin,Product Line,Style,Production Technique,Vintage,Antique,MPN,Bundle Description,California Prop 65 Warning,Custom Bundle,Personalization Instructions,Production Style,
"255800872699","308343","Blended Material","Unbranded","Holidays,Halloween,Birthdays,Corporate,Give Aways,Shopping,","Medium","Multicolor","Reusable Gift Bags,","","Gift Tote","Plain Gift Bags","China","Solid","anyone","Adult","No","Colored Gift Bags","gift bags","Art Deco","weaving","No","No","multi-color-gift-bags","","","No","","",
