Item Id,SKU,Brand,Type,Features,Display,Smart Home Protocol,Frequency,Smart Home Compatibility,MPN,Custom Bundle,Model,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"265620520446","PETRA33142","VTech","DIGITAL VIDEO MONITOR","Infrared Vision","Digital","","","","VM2251","","VM2251","","","","","",
