Item Id,SKU,Brand,Control Method,Type,Color,Model,MPN,Custom Bundle,Bundle Description,Dog Breed,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"265620543932","RTL94186","Grain Valley","","Pet Training Aids","","","GVWire16","","","","","","","",
