Item Id,SKU,Type,Brand,Rack Unit Height,Rack Unit Width,Number of Side Panels,Mount Type,Country/Region of Manufacture,MPN,Rack Depth,Weight Capacity,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,
"254093310275","110681","Sliding Rails","Accuride","","","","","","C2807-24D","","","","","","","","","",
