Item Id,SKU,Type,Brand,Color,Theme,Gender,MPN,Character Family,Custom Bundle,Model,Bundle Description,Features,Modified Item,Modification Description,Country/Region of Manufacture,Personalized,California Prop 65 Warning,
"265620496832","SSN35475","Baby Clothing & Accessories","Procter & Gamble","White","","","74657","","","","","","","","","","",
