Item Id,SKU,Brand,Type,Suitable For,Features,Items included,Number of Batteries,Number of User Codes,Number in Pack,Material,Shape,Color,Mounting,Battery Size,Finish,Extension Length,Closing Type,Item Width,Center-to-Center Measurement,Battery Required,Fixings Supplied,Item Height,Item Length,Item Depth,Country/Region of Manufacture,Item Diameter,Door Handing,Smart Home Compatibility,Smart Home Protocol,Load Capacity,Core Type,MPN,Model,ANSI Grade,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Weight,Manufacturer Warranty,
"265644647763","TPNTD238849","Pemko","Furniture & Decor","","","","","","","Galvanized","","","","","Galvanized","","","","","","","","","","","","","","","","","3572SP80","","","","","","","",
"265634314652","TPNTD238871","Pemko","Furniture & Decor","","","","","","","","","Black","","","","","","","","","","","","","","","","","","","","S88BL510","","","","","","","",
"265639679990","TPNTD239738","PERFECT PRODUCTS","Furniture & Decor","","","","","","","","","Blue","","","","","","","","","","","","","","","","","","","","BP01240","","","","","","","",
"265639652430","ACHR157665","Prime-line","Furniture & Decor","Barn Door","","","","","","Steel","","Black","","","","","","","","","","","","","","","","","","","","5972104","","","","","","","",
"265639576953","ZX9TPNTD239417","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP1632863","","","","","","","",
"255483713062","ZX9TPNTD239419","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP2046478","","","","","","","",
"265634281912","ZX9TPNTD239463","OpenSkies","Furniture & Decor","","","","2","2","2","","","","","C","Satin","","","","","","","","","","","","","","","","","OP2030602","","","","","","","",
"255476930472","ZX9TPNTD239486","OpenSkies","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","OP2155569","","","","","","","",
"255476996296","ZX9TPNTD239081","OpenSkies","Furniture & Decor","","","","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","OP2063959","","","","","","","",
"255483902982","ZX9TPNTD239636","OpenSkies","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OP2056129","","","","","","","",
"265639657887","ZX9TPNTD239542","OpenSkies","Furniture & Decor","","Heavy Duty","","","","36","","","","","","","","","","","","","","","","","","","","","","","OP1647342","","","","","","","",
"265639652967","ZX9TPNTD239440","OpenSkies","Furniture & Decor","","","","","","36","Aluminum","","","","","","","","","","","","","","","","","","","","","","OP2001744","","","","","","","",
"255488778822","ZX9TPNTD239441","OpenSkies","Furniture & Decor","","","","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","OP2001745","","","","","","","",
"255488826877","ZX9TPNTD239370","OpenSkies","Furniture & Decor","","Concealed","","","","","","","","Right","","","","","","","","","","","","","","","","","","","OP2001740","","","","","","","",
"255483910315","TPNTD239752","Rixson","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1283410B","","","","","","","",
"255488687414","TPNTD239755","Rixson","Furniture & Decor","","","","","","","Chrome","","","","","Chrome","","","","","","","","","","","","","","","","","37026D","","","","","","","",
"255483886147","TPNTD238892","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","10G04LL26D","","","","","","","",
"265639681412","TPNTD238913","Sargent","Furniture & Decor","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","1131RUEN","","","","","","","",
"255483730657","TPNTD239081","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1431P9EN","","","","","","","",
"255476967286","TPNTD239358","Sargent","Furniture & Decor","","","","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","25HEN","","","","","","","",
"255488821916","TPNTD239359","Sargent","Furniture & Decor","","","","","","","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","25OEB","","","","","","","",
"255488789960","TPNTD239360","Sargent","Furniture & Decor","","","","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","25OEN","","","","","","","",
"255488808883","TPNTD239362","Sargent","Furniture & Decor","","Heavy Duty","","","","","","","","","","","","","","","","","","","","","","","","","","","25P10EN","","","","","","","",
"265644475686","TPNTD239369","Sargent","Furniture & Decor","","Concealed","","","","","","","","Left","","","","","","","","","","","","","","","","","","","268OENLH","","","","","","","",
"265634288542","TPNTD239370","Sargent","Furniture & Decor","","Concealed","","","","","","","","Right","","","","","","","","","","","","","","","","","","","268OENRH","","","","","","","",
"265644578954","TPNTD239371","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G04LB10B","","","","","","","",
"265639701834","TPNTD239372","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G04LB26D","","","","","","","",
"265639530213","TPNTD239375","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G04LL10B","","","","","","","",
"255483701109","TPNTD239376","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G04LL26","","","","","","","",
"265639655832","TPNTD239377","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G04LL26D","","","","","","","",
"255483673061","TPNTD239379","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G04LP26D","","","","","","","",
"265634274188","TPNTD239381","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G05LB26D","","","","","","","",
"255483875677","TPNTD239383","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G05LL10","","","","","","","",
"255488789796","TPNTD239384","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G05LL10B","","","","","","","",
"255483749773","TPNTD239385","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G05LL26","","","","","","","",
"255483767145","TPNTD239386","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G05LL26D","","","","","","","",
"265639749635","TPNTD239387","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G05LP10B","","","","","","","",
"265644592916","TPNTD239388","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G05LP26D","","","","","","","",
"265639680706","TPNTD239389","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G37LB10B","","","","","","","",
"265634262162","TPNTD239390","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G37LB26D","","","","","","","",
"265639718669","TPNTD239393","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G37LL10","","","","","","","",
"255483755673","TPNTD239394","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G37LL10B","","","","","","","",
"265639787193","TPNTD239395","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G37LL26","","","","","","","",
"255483713276","TPNTD239396","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G37LL26D","","","","","","","",
"255488697466","TPNTD239398","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G37LP26D","","","","","","","",
"265639715095","TPNTD239399","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810G38LL26D","","","","","","","",
"265639661753","TPNTD239410","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810U15LP26D","","","","","","","",
"265634302376","TPNTD239417","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810U65LL26D","","","","","","","",
"265639560880","TPNTD239419","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2810U65LP26D","","","","","","","",
"265634271069","TPNTD239420","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2811G04LL26D","","","","","","","",
"265644507162","TPNTD239421","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2811G05LL26D","","","","","","","",
"255483849885","TPNTD239422","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2811G37LL26D","","","","","","","",
"265639776870","TPNTD239423","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2811G38LL26D","","","","","","","",
"265639766786","TPNTD239440","Sargent","Furniture & Decor","","","","","","36","","","","","","","","","","","","","","","","","","","","","","","2828FEN","","","","","","","",
"255476951275","TPNTD239441","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2828GEN","","","","","","","",
"255476917466","TPNTD239446","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","286010G37LL26D","","","","","","","",
"265644593208","TPNTD239448","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","286010G38LL26D","","","","","","","",
"255483721835","TPNTD239456","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","28607G04LL26D","","","","","","","",
"255488732358","TPNTD239459","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2865G04KL26D","","","","","","","",
"255488657504","TPNTD239460","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2865G05KL26D","","","","","","","",
"265634290274","TPNTD239462","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2865U15KL26D","","","","","","","",
"255483861282","TPNTD239463","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2865U65KL26D","","","","","","","",
"265634295496","TPNTD239468","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","287010G37LL26D","","","","","","","",
"265634276584","TPNTD239469","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","287010G38LL26D","","","","","","","",
"265639797681","TPNTD239481","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","287G04LL26D","","","","","","","",
"255476932020","TPNTD239482","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","287G05LL26D","","","","","","","",
"255483966930","TPNTD239483","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","287G37LL26D","","","","","","","",
"265639676650","TPNTD239484","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","287U15LB26D","","","","","","","",
"255488678805","TPNTD239485","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","287U15LL26D","","","","","","","",
"265639658240","TPNTD239486","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","287U65LL26D","","","","","","","",
"265634310262","TPNTD239487","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","288XG04LB32D","","","","","","","",
"255488768496","TPNTD239488","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","288XG05LB32D","","","","","","","",
"255483752504","TPNTD239495","Sargent","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","28LC10G38LL26D","","","","","","","",
"265644517880","TPNTD239497","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","28LC65G04KL26D","","","","","","","",
"255488670768","TPNTD239498","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","28LC65G37KL26D","","","","","","","",
"265644570684","TPNTD239499","Sargent","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","28LC7G05LL26D","","","","","","","",
"255483859955","TPNTD239542","Sargent","Furniture & Decor","","Heavy Duty","","","","36","","","","","","","","","","","","","","","","","","","","","","","3828FEN","","","","","","","",
"265644647614","TPNTD236211","Sargent","Furniture & Decor","","","","","","","","","","","","Satin","","","","","","","","","","","","","","","","","855132D","","","","","","","",
"265644528023","TPNTD236234","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88CLL26D","","","","","","","",
"255483724687","TPNTD236335","Sargent","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","DATB351UOEN","","","","","","","",
"265639555698","TPNTD239620","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC88CLL26D","","","","","","","",
"265639698567","TPNTD239628","Sargent","Furniture & Decor","Latch","","Latch","","","","","","","","","","","","","","","","","","","","","","","","","","M56AF","","","","","","","",
"255488688958","TPNTD239634","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TB1431OEN","","","","","","","",
"255483907666","TPNTD239635","Sargent","Furniture & Decor","","Heavy Duty","","","","","","","","","","","","","","","","","","","","","","","","","","","TB1431P10EN","","","","","","","",
"265634307447","TPNTD239636","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TB1431P9EN","","","","","","","",
"265644528804","TPNTD239637","Sargent","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","TB1431RUOEN","","","","","","","",
"255483876079","TPNTD239638","Sargent","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","TB1431UOEB","","","","","","","",
"255488772518","TPNTD239639","Sargent","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","TB1431UOEN","","","","","","","",
"255483907390","TPNTD239641","Sargent","Furniture & Decor","","","","","","","Iron","","","","","","","","","","","","","","","","","","","","","","TB281OEN","","","","","","","",
"265639695987","TPNTD239642","Sargent","Furniture & Decor","","Heavy Duty","","","","","Iron","","","","","","","","","","","","","","","","","","","","","","TB281P10EN","","","","","","","",
"265639635000","TPNTD239644","Sargent","Furniture & Decor","","","","","","","Iron","","","Universal","","","","","","","","","","","","","","","","","","","TB281UOEB","","","","","","","",
"265634301903","TPNTD239645","Sargent","Furniture & Decor","","","","","","","Iron","","","Universal","","","","","","","","","","","","","","","","","","","TB281UOEN","","","","","","","",
"265644533256","TPNTD239648","Sargent","Furniture & Decor","","Heavy Duty","Bolt","","","","","","","","","","","","","","","","","","","","","","","","","","TB351P10EN","","","","","","","",
"265634270888","TPNTD239649","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TB351P9EN","","","","","","","",
"265639670371","TPNTD239653","Sargent","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","TB351UOEB","","","","","","","",
"255483938980","TPNTD239654","Sargent","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","TB351UOEN","","","","","","","",
"255476978920","TPNTD239683","Sargent","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TR8205LNL03","","","","","","","",
"255488664853","TPNTD239778","Secruitron","Furniture & Decor","","Electronic","Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","WSSW1","","","","","","","",
"265639686344","TPNTD233130","Securitron","Furniture & Decor","","Concealed","","10","10","10","","","","","","Satin","","","","","","","","","","","","","","","","","CEPT10","","","","","","","",
"255488713966","TPNTD233131","Securitron","Door Jamb","Security Door","Electronic,Concealed,Locking","","1","1","1","Stainless Steel,Metal","","Silver","Center Mount","","Stainless Steel","","Soft Close","","","No","","","","","","","","","","","","EL-CEPT","EL-CEPT","","","","","2.25 lb","",
"265639511662","TPNTD233120","Securitron","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M62FGBD","","","","","","","",
"265639709329","TPNTD233123","Securitron","Furniture & Decor","","","","","","","Stainless Steel","","","","","Satin","","","","","","","","","","","","","","","","","ZA32/62SS","","","","","","","",
"265639580082","WLLCH7650","SFP FINISHED PRODUCTS DIVISION","Furniture & Decor","Barn Door","","","","","","Pine","","","","","Unfinished","","","","","","","","","","","","","","","","","DBAPKK30","","","","","","","",
"265634271249","WLLCH7647","SFP FINISHED PRODUCTS DIVISION","Furniture & Decor","","","","","","36","Wood","","","","","Wood","","","","","","","","","","","","","","","","","TBARWOOD36","","","","","","","",
"265634288975","ZX9TPNTD236211","OpenSkies","Furniture & Decor","","","","","","","Stainless Steel","","","","","Satin","","","","","","","","","","","","","","","","","OP2001673","","","","","","","",
"255483807891","TPNTD238082","Simplex","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5021BWL26D","","","","","","","",
"265639668534","TPNTD239813","Simplex","Furniture & Decor","Latch","","Latch","","","","","","","","","","","","","","","","","","","","","","","","","","91926D","","","","","","","",
"255476995948","ZX9TPNTD235175","New CourtYard","Furniture & Decor","","Electronic","","","","","","","","","","","","","","","","","","","","","","","","","","","NE2005057","","","","","","","",
"265639519940","ZX9TPNTD236638","New CourtYard","Furniture & Decor","","","","","","","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","NE2056074","","","","","","","",
"255483673641","ZX9TPNTD239359","OpenSkies","Furniture & Decor","","","","","","","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","OP2001739","","","","","","","",
"255488818390","ZX9TPNTD239634","OpenSkies","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OP2005183","","","","","","","",
"265644589324","ZX9TPNTD239641","OpenSkies","Furniture & Decor","","","","","","","Iron","","","","","","","","","","","","","","","","","","","","","","OP2030608","","","","","","","",
"255483706479","ZX9TPNTD239649","OpenSkies","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OP2030609","","","","","","","",
"265644481620","TPNTD237046","Stanley Best","Furniture & Decor","","","","","","","","","","","D","","","","","","","","","","","","","","","","","","7KC30L15DS3626","","","","","","","",
"255483649391","TPNTD237043","Stanley Best","Furniture & Decor","","","","","","","","","","","D","","","","","","","","","","","","","","","","","","7KC30N15DS3626","","","","","","","",
"255488783272","TPNTD237037","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","D","","","","","","","","","","","","","","","","","","7KC37AB14DS3626","","","","","","","",
"265644473366","TPNTD237048","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","D","","","","","","","","","","","","","","","","","","7KC37AB15DS3626","","","","","","","",
"255476979189","TPNTD237047","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","7KC37D15DS3626","","","","","","","",
"255483939049","TPNTD237146","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","7KC37R14DS3626","","","","","","","",
"255488746127","TPNTD237044","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","7KC37R15DS3626","","","","","","","",
"255483944281","TPNTD237090","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","8T37LSTK626","","","","","","","",
"255476984429","TPNTD237072","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","8T37MSTK626","","","","","","","",
"255483952726","TPNTD237069","Stanley Best","Furniture & Decor","","","","","","","","","","","D","","","","","","","","","","","","","","","","","","9K30L15DS3626","","","","","","","",
"255488761777","TPNTD237103","Stanley Best","Furniture & Decor","","","","","","","","","","","D","","","","","","","","","","","","","","","","","","9K30N14DS3626","","","","","","","",
"265644529108","TPNTD242688","Stanley Best","Furniture & Decor","","","","","","","","","","","D","","","","","","","","","","","","","","","","","","9K30N15DS3613","","","","","","","",
"255483803396","TPNTD237078","Stanley Best","Furniture & Decor","","","","","","","","","","","D","","","","","","","","","","","","","","","","","","9K30N15DS3626","","","","","","","",
"265644606785","TPNTD237131","Stanley Best","Furniture & Decor","","","","","","16","","","","","D","","","","","","","","","","","","","","","","","","9K30N16DS3626","","","","","","","",
"265639692443","TPNTD237060","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","D","","","","","","","","","","","","","","","","","","9K37AB14DS3626","","","","","","","",
"255488850132","TPNTD237093","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","D","","","","","","","","","","","","","","","","","","9K37AB15DS3613","","","","","","","",
"255483696413","TPNTD237164","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","D","","","","","","","","","","","","","","","","","","9K37AB15DS3626","","","","","","","",
"265639590782","TPNTD237068","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","D","","","","","","","","","","","","","","","","","","9K37AB16DS3626","","","","","","","",
"265639692795","TPNTD237083","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","C","","","","","","","","","","","","","","","","","","9K37D14CS3626","","","","","","","",
"255488697063","TPNTD237088","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","9K37D14DS3626","","","","","","","",
"265639580257","TPNTD237118","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","9K37D15DS3613","","","","","","","",
"265644554422","TPNTD237163","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","9K37D15DS3626","","","","","","","",
"255488677157","TPNTD237081","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","9K37IN15DS3626","","","","","","","",
"255488707165","TPNTD237151","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","9K37R14DS3626","","","","","","","",
"265639622988","TPNTD242690","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","9K37R15DS3613","","","","","","","",
"265644606549","TPNTD237162","Stanley Best","Furniture & Decor","","","","7","7","7","","","","","","","","","","","","","","","","","","","","","","","9K37R15DS3626","","","","","","","",
"265644646974","ZX9TPNTD236984","Hogan Supplies","Furniture & Decor","Commercial","Commercial","Hardware","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","HO2056080","","","","","","","",
"255483765763","ZX9TPNTD236978","Hogan Supplies","Furniture & Decor","Commercial","Commercial","Hardware","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","HO2046433","","","","","","","",
"255488816657","TPNTD243268","Stanley Commercial Hdwe","Furniture & Decor","Commercial","Commercial","","","","","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","QDC212S-690","","","","","","","",
"255488690170","TPNTD237235","Stanley Precision","Furniture & Decor","","","Key","","","","","","","Right","","","","","","","","","","","","","","","","","","","V4908A630RHR","","","","","","","",
"265639689339","ZX9TPNTD239377","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP1621541","","","","","","","",
"255476944799","ZX9TPNTD238892","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP2063956","","","","","","","",
"265644580068","ZX9TPNTD239372","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP1636469","","","","","","","",
"255483676031","ZX9TPNTD239371","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP2063964","","","","","","","",
"255488711150","ZX9TPNTD239375","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP1633659","","","","","","","",
"255483787602","ZX9TPNTD239376","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP1633660","","","","","","","",
"255476974279","ZX9TPNTD239379","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP2001741","","","","","","","",
"265634256275","ZX9TPNTD239420","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP1629305","","","","","","","",
"265634298051","ZX9TPNTD239487","OpenSkies","Furniture & Decor","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","OP1647341","","","","","","","",
"265634269438","ZX9TPNTD239456","OpenSkies","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","OP2005177","","","","","","","",
"255483807090","ZX9TPNTD239497","OpenSkies","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","OP2155570","","","","","","","",
"265639716201","ZX9TPNTD239459","OpenSkies","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","OP2056341","","","","","","","",
"255483745859","ZX9TPNTD239481","OpenSkies","Furniture & Decor","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","OP1647340","","","","","","","",
"265634303444","ZX9TPNTD236400","Veranda","Furniture & Decor","","","","","","","Chrome","","","","","Chrome","","","","","","","","","","","","","","","","","VE2056062","","","","","","","",
"265639571169","HRWEX14961","Strybuc Industries","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2487990","","","","","","","",
"265639629545","TRVAL102984","Tell Manufacturing","Furniture & Decor","Commercial","Commercial","","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","221481","","","","","","","",
"265644496166","TRVAL72130","Tell Manufacturing","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","574574","","","","","","","",
"265639652298","ACHR160625","The Chamberlain","Furniture & Decor","Garage Door","","","","","","","","","","","","","","","","","","","","","","","","","","","","5011093","","","","","","","",
"265639803634","ACHR160626","The Chamberlain","Furniture & Decor","Garage Door","","","","","","","","","","","","","","","","","","","","","","","","","","","","5011499","","","","","","","",
"255476905304","ACHR160628","The Chamberlain","Furniture & Decor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5011838","","","","","","","",
"255483837435","WLLCH7682","The Marwin","Furniture & Decor","Pocket Door","","","","","","","","","","","","","","","","","","","","","","","","","","","","KD200BB-68","","","","","","","",
"265634249320","ZX9TPNTD239738","GardenGear","Furniture & Decor","","","","","","","","","Blue","","","","","","","","","","","","","","","","","","","","GA1621552","","","","","","","",
"265634316951","TPNTD236913","Trimco","Furniture & Decor","","","Bolt","","","","Metal","","","","","","","","","","","","","","","","","","","","","","3810X3810626630","","","","","","","",
"265644476430","TPNTD240160","Trimco","Furniture & Decor","","","","10","10","10","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","K00506131034","","","","","","","",
"255488817495","ZX9TPNTD239638","OpenSkies","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","OP2005184","","","","","","","",
"265644589087","ZX9TPNTD239639","OpenSkies","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","OP2063971","","","","","","","",
"255488679637","ZX9TPNTD239654","OpenSkies","Furniture & Decor","","","","","","","Aluminum","","","Universal","","","","","","","","","","","","","","","","","","","OP2046492","","","","","","","",
"255488708236","ZX9TPNTD239653","OpenSkies","Furniture & Decor","","","","","","","Bronze","","","Universal","","Bronze","","","","","","","","","","","","","","","","","OP2063974","","","","","","","",
"265639714496","ZX9TPNTD239645","OpenSkies","Furniture & Decor","","","","","","","Iron","","","Universal","","","","","","","","","","","","","","","","","","","OP2178064","","","","","","","",
"255488734270","ZX9TPNTD239644","OpenSkies","Furniture & Decor","","","","","","","Iron","","","Universal","","","","","","","","","","","","","","","","","","","OP2155582","","","","","","","",
"265634306061","HDSRBR23721","US Futaba","Furniture & Decor","Barn Door","","","","","","","","Black","","","","","","","","","","","","","","","","","","","","UF77214.51.005","","","","","","","",
"265639678763","ORGL96925","USP Lumber Connectors","Furniture & Decor","","","","6","6","6","Steel","","","","","","","","","","","","","","","","","","","","","","0031732","","","","","","","",
