Item Id,SKU,Brand,Style,Department,Character Family,Color,Season,Character,Theme,Fabric Type,Size,Material,Features,Accents,Occasion,Pattern,Country/Region of Manufacture,Vintage,Personalize,MPN,Handmade,Model,Product Line,Year Manufactured,California Prop 65 Warning,Personalization Instructions,
"255149548107","304890","Unbranded","Beanie","Girls","","Beige","Fall,Spring,Winter","Girls Pom Pom Beanie","","Blended Fabric","One Size","Acrylic","","","Activewear,Casual,Travel","","","No","","","","","","","","",
