Item Id,SKU,Style,Brand,Theme,Character Family,Character,Department,Color,Size,Accents,Handle/Strap Material,Closure,Fabric Type,Material,Country/Region of Manufacture,Features,Hardware Material,Pattern,Lining Material,Occasion,Bag Width,Bag Height,Bag Depth,Product Line,Personalize,Vintage,Handle Style,Handmade,Year Manufactured,Model,California Prop 65 Warning,MPN,Strap Drop,Personalization Instructions,
"254263599689","253221","Backpack","Generic","School","Bunny","Bunny","Girls","Beige","Small","Strap","Canvas","Zip","Canvas","Canvas","","Lightweight","","Geometric","Canvas","","6 in","10 in","9 in","","","No","","","","","","Does Not Apply","","",
