Item Id,SKU,Type,Material,Style,Features,Color,Brand,Room,Number of Panels,Theme,Mounting,Country/Region of Manufacture,Pattern,Item Height,Item Length,Orientation,Department,Item Width,Additional Parts Required,MPN,Model,Item Weight,Custom Bundle,Care Instructions,Customized,Product Line,Bundle Description,California Prop 65 Warning,
"255509772260","SCRNGE2073","Decor","Canvas","","","","Screen Gems","","","","","","","","","","","","","SG-386","","","","","","","","",
"255541624893","SCRNGE1871","Decor","","","","","Screen Gems","","3","","","","","","","","","","","SG-39A","","","","","","","","",
"265669335064","SCRNGEM094","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-51","","","","","","","","",
"265669195677","SCRNGEM363","Decor","","","","Brown","Screen Gems","","","","","","","","","","","","","SG-68 DB","","","","","","","","",
"265680009352","SCRNGEM364","Decor","","","","Brown","Screen Gems","","","","","","","","","","","","","SG-68 LB","","","","","","","","",
"255513459282","SCRNGEM119","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-69","","","","","","","","",
"265644890354","SCRNGEM138","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-79B","","","","","","","","",
"265695290893","SCRNGEM149","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-88","","","","","","","","",
"265695209069","SCRNGEM152","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-91","","","","","","","","",
"265680122092","SCRNGEM153","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-92","","","","","","","","",
"265679973653","SCRNGEM155","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-94","","","","","","","","",
"255541855551","SCRNGEM156","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-95","","","","","","","","",
"255524103906","SCRNGEM157","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-96","","","","","","","","",
"255539023841","SCRNGEM158","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-97","","","","","","","","",
"255513215067","SCRNGEM159","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-98","","","","","","","","",
"255509892166","SCRNGEM160","Decor","","","","","Screen Gems","","","","","","","","","","","","","SG-99","","","","","","","","",
"255518283058","ZX9SCRNGEM160","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA510928","","","","","","","","",
"255534768567","ZX9SCRNGEM611","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA685281","","","","","","","","",
"265680053644","ZX9DRL089","Decor","","","","","Pulvinar","","","","","","","","","","","","","PU1338291","","","","","","","","",
"265883895692","ZX9ORE2218","Decor","","","","","ComfyCushions","","","","","","","","","","","","","CO2476587","","","","","","","","",
"265695301918","ZX9SCRNGE1825","Decor","","","","Red","JaggedDesigns","","","","","","","","","","","","","JA2115098","","","","","","","","",
"265897109051","ZX9OCNTR45532","Decor","Bamboo","","","","PalaceDesigns","","","","","","","","","","","","","PA2627466","","","","","","","","",
"265690565001","ZX9SCRNGEM609","Decor","","Spanish","","","JaggedDesigns","","","Spanish","","","","","","","","","","JA521757","","","","","","","","",
"265644738401","ZX9SCRNGEM178","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA960477","","","","","","","","",
"255541800767","ZX9SCRNGEM200","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA510931","","","","","","","","",
"265695135564","ZX9SCRNGEM159","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA515950","","","","","","","","",
"255534709202","ZX9SCRNGEM413","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA685272","","","","","","","","",
"255513376632","ZX9SCRNGEM367","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA521747","","","","","","","","",
"265684879541","ZX9SCRNGEM152","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA520221","","","","","","","","",
"255509702136","ZX9SCRNGEM195","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA520223","","","","","","","","",
"255725103012","WYBN987","Decor","Walnut","","","","Wayborn","","","","","","Floral","","","","","","","2317","","","","","","","","",
"265674106473","WYBN988","Decor","","","","Brown","Wayborn","","","","","","","","","","","","","2395","","","","","","","","",
"265697912897","WYBN1121","Decor","Silver","","","Silver","WaybornHomeFurnishings","","","","","","","","","","","","","3058","","","","","","","","",
"255509805496","WYBN1122","Decor","Gold","","","Gold","WaybornHomeFurnishings","","","","","","","","","","","","","3109","","","","","","","","",
"265695278033","WYBN1123","Decor","Silver","","","Silver","WaybornHomeFurnishings","","","","","","","","","","","","","3127SV","","","","","","","","",
"255518091346","WYBN1125","Decor","","","","Brown","WaybornHomeFurnishings","","","","","","","","","","","","","3519","","","","","","","","",
"265897195048","WTNYB1700","Decor","Acrylic","","","Clear","Whitney Brothers","","","Nature","","","","","","","","","","WB0261","","","","","","","","",
"255575067908","WTNYB1701","Decor","","","","","Whitney Brothers","","","Nature","","","","","","","","","","WB0263","","","","","","","","",
"255524116287","ZX9SCRNGE1639","Decor","","","","","JaggedDesigns","","","","","","","","","","","","","JA504019","","","","","","","","",
