Item Id,SKU,Brand,Type,Number of Devices,Format,License Category,For Operating Systems,Minimum RAM,Minimum Hard Drive Space,Language,Country/Region of Manufacture,Minimum Processor Speed,Model,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,
"255592448088","308214","WatchGuard","Firewall","1","","Standard","","","","","","","WatchGuard WGT40001-US FS4AE5 FIREBOX T40","WGT40001-US","","","","","","","",
