Item Id,SKU,Suitable For,Type,Brand,Material,Color,Number in Pack,Features,Battery Size,Finish,Smart Home Protocol,Item Width,Country/Region of Manufacture,Item Length,Item Height,Item Diameter,Item Depth,Smart Home Compatibility,Model,MPN,Style,California Prop 65 Warning,Custom Bundle,Bundle Description,Battery Required,Core Type,Fixings Supplied,Item Weight,Manufacturer Warranty,
"255437750190","ACHW34800","","Tools","Amerimax Home Product","Plastic","","","","","","","","","","","","","","","5408117","","","","","","","","","",
