Item Id,SKU,Sensor Type,Type,Lighting Technology,Installation Area,Brand,Power Source,Features,Number of Lights,Power Consumption,Light Color,Voltage,Number of Settings,Color,Material,IP Rating,Smart Home Compatibility,Control Style,Finish,Mounting,Year Manufactured,Energy Star,Bulb Shape Code,Smart Home Protocol,Item Diameter,Amperage,Lumens,Country/Region of Manufacture,Assembly Required,Manufacturer Warranty,LED Chip Code,Labels & Certifications,MPN,EC Range,Model,Custom Bundle,California Prop 65 Warning,Bulb Life Hours,Bundle Description,Item Height,Item Length,Item Weight,Item Width,Required Tools,
"265612035029","DBMRL459","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","B","","","","","","","","","","","FG4385-MED/GRL","","","","","","","","","","","",
"255453133425","DBMRL466","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Bronze","","","","Bronze","","","","","","","","","","","","","","FG4390-MED","","","","","","","","","","","",
"265612021617","DBMRL471","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Bronze","","","","Bronze","","","","","","","","","","","","","","FG4395-MED","","","","","","","","","","","",
"265612022223","DBMRL472","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","B","","","","","","","","","","","FG4395-MED/GRL","","","","","","","","","","","",
"255453138994","DBMRL474","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Bronze","","","","Bronze","","","","","","","","","","","","","","FG4395-MED/MT","","","","","","","","","","","",
"255444405458","DBMRL475","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Bronze","","","","Bronze","","","","","","","","","","","","","","FG4400","","","","","","","","","","","",
"255444483577","DBMRL477","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Bronze","","","","Bronze","","","","","","","","","","","","","","FG4427","","","","","","","","","","","",
"265603529756","DBMRL481","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","FG4460","","","","","","","","","","","",
"265603571557","DBMRL482","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","FG4468","","","","","","","","","","","",
"255444521704","DBMRL483","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","FG4469","","","","","","","","","","","",
"255444409960","DBMRL2516","Light","Outdoor Lighting","LED","","Dabmar Lighting","","","","","","","","","Aluminum","","","","","","","","","","","","","","","","","","LV306-LED3-VG-MR","","","","","","","","","","","",
"265603524140","DBMRL2512","Light","Outdoor Lighting","LED","","Dabmar Lighting","","","","","","","","","Aluminum","","","","","","","","","","","","","","","","","","LV306-LED4-VG-SLV","","","","","","","","","","","",
"255440701870","DBMRL331","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Stainless Steel","","","","Stainless Steel","","","","","","","","","","","","","","LV312","","","","","","","","","","","",
"255444507556","DBMRL2699","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Stainless Steel","","","","Stainless Steel","","","","","","","","","","","","","","LV321-SS316","","","","","","","","","","","",
"265603550582","DBMRL2991","","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Stainless Steel","","","","Stainless Steel","","","","","","","","","","","","","","LV322-SS316","","","","","","","","","","","",
"265603562496","DBMRL337","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","","","","","Brass","","","","","","","","","","","","","","LV625-BS","","","","","","","","","","","",
"265603534546","DBMRL341","Light","Outdoor Lighting","","","Dabmar Lighting","","","","","","","","","Copper","","","","Copper","","","","","","","","","","","","","","LV625-CP","","","","","","","","","","","",
"255444468068","DBMRL4146","","Outdoor Lighting","","","Dabmar Lighting","","","10","","","120 V","","","","","","","","","","","","","","","","","","","","","W2917-VG","","","","","","","","","","","",
"265603580712","DBMRL4158","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W2967-VG","","","","","","","","","","","",
"265603607230","DBMRL4108","","Outdoor Lighting","","","Dabmar Lighting","","","5","","","120 V","5","","","","","","","","","","","","","","","","","","","","W2986-VG","","","","","","","","","","","",
"255444536603","DBMRL4114","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3015-VG","","","","","","","","","","","",
"255444467198","DBMRL4116","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3016-B","","","","","","","","","","","",
"265603522463","DBMRL4117","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3016-VG","","","","","","","","","","","",
"265603612121","DBMRL4118","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3016-W","","","","","","","","","","","",
"255444444696","DBMRL4123","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3065-VG","","","","","","","","","","","",
"265603562571","DBMRL4125","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3066-B","","","","","","","","","","","",
"265603648423","DBMRL4126","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3066-VG","","","","","","","","","","","",
"255444455429","DBMRL4127","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3066-W","","","","","","","","","","","",
"255444420998","DBMRL4179","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3735-VG","","","","","","","","","","","",
"265603577048","DBMRL4181","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3736-B","","","","","","","","","","","",
"255444486961","DBMRL4182","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3736-VG","","","","","","","","","","","",
"265600134086","DBMRL4183","","Outdoor Lighting","","","Dabmar Lighting","","","3","","","120 V","3","","","","","","","","","","","","","","","","","","","","W3736-W","","","","","","","","","","","",
"265603587204","DBMRL4186","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W3800-SS","","","","","","","","","","","",
"265603540244","DBMRL4187","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W3800-VG","","","","","","","","","","","",
"255444527389","DBMRL4189","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3855-B","","","","","","","","","","","",
"255444528314","DBMRL4190","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W3855-GRY","","","","","","","","","","","",
"265603566159","DBMRL4191","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3855-SS","","","","","","","","","","","",
"265603566481","DBMRL4192","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3855-VG","","","","","","","","","","","",
"255444503717","DBMRL4193","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3855-W","","","","","","","","","","","",
"265603538115","DBMRL4194","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3856-B","","","","","","","","","","","",
"255444525647","DBMRL4195","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W3856-GRY","","","","","","","","","","","",
"255444505606","DBMRL4196","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3856-SS","","","","","","","","","","","",
"265603565823","DBMRL4197","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3856-VG","","","","","","","","","","","",
"255444472790","DBMRL4198","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3856-W","","","","","","","","","","","",
"265603538276","DBMRL4204","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3985-SS","","","","","","","","","","","",
"265603592828","DBMRL4205","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3985-VG","","","","","","","","","","","",
"265603614813","DBMRL4207","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3986-B","","","","","","","","","","","",
"255444423629","DBMRL4208","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3986-SS","","","","","","","","","","","",
"255444472528","DBMRL4209","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","C","","","","","","","","","","","W3986-VG","","","","","","","","","","","",
"255444470144","DBMRL4210","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W3986-W","","","","","","","","","","","",
"255444393947","DBMRL4165","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W9313-B","","","","","","","","","","","",
"255444398116","DBMRL4166","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W9313-VG","","","","","","","","","","","",
"265603552009","DBMRL4167","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W9313-W","","","","","","","","","","","",
"265603617031","DBMRL4168","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W9314-B","","","","","","","","","","","",
"255444522469","DBMRL4169","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W9314-VG","","","","","","","","","","","",
"255444430479","DBMRL4170","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W9314-W","","","","","","","","","","","",
"265603589179","DBMRL4171","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W9350-B","","","","","","","","","","","",
"265603617570","DBMRL4172","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","CA","","","","","","","","","","W9350-VG","","","","","","","","","","","",
"255444406315","DBMRL4173","","Outdoor Lighting","","","Dabmar Lighting","","","","","","120 V","","","","","","","","","","","","","","","","","","","","","W9350-W","","","","","","","","","","","",
"255444527153","DAIN2251","","Outdoor Lighting","LED","","Dainolite","","","","","","","","","Chrome","","","","Chrome","","","","","","","","","","","","","","CFLD-1522-198F","","","","","","","","","","","",
"255444405989","DAIN1980","","Outdoor Lighting","LED","","Dainolite","","","","","Black","","","Black","","","","","","","","","","","","","","","","","","","CFLD-1522-797","","","","","","","","","","","",
"265603613666","DAIN3081","Light","Outdoor Lighting","Incandescent","","Dainolite","","","3","","White","","3","White","","","","","","","","","","","","","","","","","","","DAW-143FH-AGB-WH","","","","","","","","","","","",
"265603535759","DAIN2301","Light","Outdoor Lighting","","","Dainolite","","","4","","","","4","","Chrome","","","","Chrome","","","","","","","","","","","","","","HAN-184FH-PC-SV","","","","","","","","","","","",
"265603529480","DAIN3040","Light","Outdoor Lighting","Incandescent","","Dainolite","","","4","","","","4","","Chrome","","","","Chrome","","","","","","","","","","","","","","PAL-184SF-PC-MB","","","","","","","","","","","",
"255444448218","DAIN936","Light","Outdoor Lighting","","","Dainolite","","","3","","Gold","","3","Gold","","","","","","","","","","","","","","","","","","","PEM-153FH-PC-WG","","","","","","","","","","","",
"265603610018","DAIN937","Light","Outdoor Lighting","","","Dainolite","","","4","","Black","","4","Black","","","","","","","","","","","","","","","","","","","PEM-184FH-PC-BW","","","","","","","","","","","",
"265603556284","DAIN2802","","Outdoor Lighting","LED","","Dainolite","","","","","","","","","Chrome","","","","Chrome","","","","","","","","","","","","","","ROM-223SF-PC","","","","","","","","","","","",
"265603580288","DAIN2511","Light","Outdoor Lighting","LED","","Dainolite","","","2","","","","2","","Chrome","","","","Chrome","","","","","","","","","","","","","","SUM-1414FH-PC","","","","","","","","","","","",
"265603568759","DAIN2513","Light","Outdoor Lighting","LED","","Dainolite","","","2","","","","2","","Chrome","","","","Chrome","","","","","","","","","","","","","","SUM-2020FH-PC","","","","","","","","","","","",
"255444397822","DAIN3100","Light","Outdoor Lighting","Incandescent","","Dainolite","","","2","","","","2","","Crystal","","","","","","","","","","","","","","","","","","TAH-122FH-PC","","","","","","","","","","","",
"265603592739","DAIN2521","Light","Outdoor Lighting","","","Dainolite","","","4","","Gold","","4","Gold","Bronze","","","","Bronze","","","","","","","","","","","","","","VEG-184FH-GLD-VB","","","","","","","","","","","",
"255444458241","DAIN2522","Light","Outdoor Lighting","","","Dainolite","","","4","","Silver","","4","Silver","Chrome","","","","Chrome","","","","","","","","","","","","","","VEG-184FH-SV-PC","","","","","","","","","","","",
"265634174523","ACHR10130","Light","Outdoor Lighting","LED","","Max Force","","","5","","","","5","","","","","","","","","","","","","","","","","","","","9335035","","","","","","","","","","","",
