Item Id,SKU,Brand,UK Shoe SIze,AU Shoe Size,Style,US Shoe Size,Pattern,Product Line,Model,Department,Color,Upper Material,Type,EU Shoe Size,Outsole Material,Character,Insole Material,Theme,Lining Material,Features,Country/Region of Manufacture,Shoe Width,Accents,Closure,Season,Occasion,Handmade,Customized,Vintage,California Prop 65 Warning,MPN,
"254720412467","302020","Generic","","","Slip-On","Multiple Sizes Available","Solid","High End Slippers","Open Toe","Men","Orange","Faux Leather","Sandal","","Polyurethane","Orange College Colors","Faux Leather","School Colors","Polyurethane","Non-Slip","China","","","Slip On","","Casual","","","No","","Men's-Open-Toe-Slippers",
