Item Id,SKU,Character/Story/Theme,Brand,Convention/Event,Year,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,Franchise,Time Period Manufactured,
"255437769780","GFTBL034","","Giftable World","","","","","","","","",
