Item Id,SKU,Brand,Number of Pieces,Character Family,Color,Year,Theme,Material,Features,Age Level,Award,MPN,Recommended Age Range,Custom Bundle,Bundle Description,Modified Item,Country/Region of Manufacture,Modification Description,California Prop 65 Warning,
"265401714404","307869","Unbranded","196","Mickey Mouse & Friends","Multi-Color","","Avengers","Paper","","4-7,8-11 Years,12-16 Years","","","6+","","","","","","",
