Item Id,SKU,Brand,Type,Connectivity,Ports,To Fit,Features,Maximum Wireless Data Rate,Maximum Downstream Data Rate,Model,Color,Country/Region of Manufacture,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,
"264161275883","109642","Kingston","Does Not Apply","","PC Card","PC","","","","","","","Does Not Apply","","","","","","","",
