Item Id,SKU,Water Type,Brand,Type,Power Source,Features,Set Includes,Number of Items in Set,Suitable For,Number in Pack,Maximum Flow Rate,Item Width,Item Height,Product Line,Mounting,Power,Maximum Head Lift,Voltage,Color,Model,Country/Region of Manufacture,Manufacturer Warranty,Recommended Basin Volume,Waterfall Width,Material,MPN,Assembly Required,Compatible Brand,Compatible Model,Item Weight,Custom Bundle,Style,California Prop 65 Warning,Bundle Description,Finish,Labels & Certifications,
"255488717257","UNPS3024","Pond","Tsurumi Pump","Submersible Pond Pump","Corded","Submersible","","","","","2,430 GPH @ 0 ft. Head","","","Tsurumi","","","","","","2-OM","","","","","Stainless Steel,Plastic","TP2OM,2OM","","","","13 lb","","","","","","",
