Item Id,SKU,Size (Women's),Designer/Brand,Color,Silhouette,Sleeve Style,Detailing,Material,Style,Neckline,Size Type,Dress Length,Look,Back Closure,Country/Region of Manufacture,Personalize,MPN,Modified Item,Modification Description,California Prop 65 Warning,Personalization Instructions,
"255468769095","308076",,"Unbranded","White","A-Line,Ball Gown/Duchess","Sleeveless","Embroidery,Lace","Satin","Ball Gown","V Neck","Regular","Train","Wedding Dress","Zipper","China","","","","","","",
"255468769095","308077","M",,,,,,,,,,,,,,,,,,,,
"255468769095","308078","L",,,,,,,,,,,,,,,,,,,,
