Item Id,SKU,Brand,Form Factor,Number of WAN Ports,Interface,Number of Drive Bays,RAID Levels,Network Management Type,Model,Network Type,Product Line,Installed Storage Capacity,Type,MPN,Network Connectivity,Custom Bundle,Bundle Description,California Prop 65 Warning,Country/Region of Manufacture,Connector Type,Device Connectivity,Item Height,Item Length,Item Width,Manufacturer Warranty,Supported Wireless Protocols,
"264669566485","196363","Lantronix","","","","","","","","","","","Does Not Apply","UD1100002-01","","","","","","","","","","","","",
