Item Id,SKU,Features,Number of Outlets,Recommended Environment,Brand,Color,Plug Type,Input Voltage,Resistance Properties,Maximum Input Current,Battery Size,Material,Output Voltage,Cable Length,Maximum Compatible Appliance Wattage,Country/Region of Manufacture,Smart Home Compatibility,Type,Smart Home Protocol,Surge Energy Capacity,Voltage Conversion,MPN,California Prop 65 Warning,Custom Bundle,Bundle Description,Manufacturer Warranty,
"265295931910","158487","Cord","","","Tripp Lite","Green","","","","","","","","","","","","Extension Cord","","","","P005-003-AGN","","","","",
