Item Id,SKU,Brand,Display Technology,Native Resolution,Model,Aspect Ratio,Image Brightness,Features,Connectivity,Throw Ratio,Contrast Ratio,Color,Compatible Operating System,Lens Magnification,Country/Region of Manufacture,Year Manufactured,Type,MPN,Maximum Resolution,Custom Bundle,Bundle Description,California Prop 65 Warning,Compatible Format,Item Weight,Manufacturer Warranty,
"255337287312","187588","AAXA","Led","1280 x 720","KP-101-01","1","2500 ANSI Lumens","Ceiling Projection,Pico,Built-in Speakers,Projection Tilt,Table Top Projection","USB","","1000:1","","","","","","Pocket Projector","KP10101,KP-101-01","720p (HD)","","","Yes","","","",
