Item Id,SKU,Medium,Bristle Material,Brush Shape,Brand,Size,Handle Type,Handmade,MPN,Custom Bundle,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,Model,
"255581218665","GDNBR458","","","","Gordon Brush","","","","0996-01000","","","","","","","",
"255581105259","GDNBR459","","","","Gordon Brush","","","","0996-02000","","","","","","","",
"255581229590","GDNBR460","","","","Gordon Brush","","","","0996-03000","","","","","","","",
"265735863945","GDNBR461","","","","Gordon Brush","","","","0996-04000","","","","","","","",
"255581101763","GDNBR462","","","","Gordon Brush","","","","0996-05000","","","","","","","",
"255581220904","GDNBR463","","","","Gordon Brush","","","","0996-06000","","","","","","","",
"255581200406","GDNBR464","","","","Gordon Brush","","","","0996-07000","","","","","","","",
"255580991992","GDNBR465","","","","Gordon Brush","","","","0996-08000","","","","","","","",
"255581162335","GDNBR466","","","","Gordon Brush","","","","0996-10000","","","","","","","",
"265735788803","GDNBR467","","","","Gordon Brush","","","","0996-12000","","","","","","","",
"265735837277","GDNBR482","","","","Gordon Brush","24","","","1010-02000","","","","","","","",
"255581233970","GDNBR483","","","","Gordon Brush","24","","","1010-04000","","","","","","","",
"265735686958","GDNBR484","","","","Gordon Brush","24","","","1010-06000","","","","","","","",
"265735809487","GDNBR485","","","","Gordon Brush","12","","","1010-08000","","","","","","","",
"265735614605","GDNBR486","","","","Gordon Brush","12","","","1010-10000","","","","","","","",
"255581189381","GDNBR487","","","","Gordon Brush","12","","","1010-12000","","","","","","","",
"265735670308","GDNBR488","","","","Gordon Brush","","","","1111-02000","","","","","","","",
"255581227303","GDNBR489","","","","Gordon Brush","","","","1111-04000","","","","","","","",
"255581151252","GDNBR490","","","","Gordon Brush","24","","","1111-06000","","","","","","","",
"265735716745","GDNBR491","","","","Gordon Brush","24","","","1111-08000","","","","","","","",
"255581289651","GDNBR492","","","","Gordon Brush","12","","","1111-10000","","","","","","","",
"255581275009","GDNBR493","","","","Gordon Brush","12","","","1111-12000","","","","","","","",
"265735859531","GDNBR494","","Goat","Mop","Gordon Brush","","","","1119-00001","","","","","China","","",
"265735936079","GDNBR495","","Goat","Mop","Gordon Brush","","","","1119-00002","","","","","China","","",
"265735729696","GDNBR536","","","","Gordon Brush","","","","1501-01000","","","","","","","",
"255580938777","GDNBR542","","","","Gordon Brush","24","","","1501-12000","","","","","","","",
"265735947346","GDNBR543","","","","Gordon Brush","","","","1508-02000","","","","","","","",
"255581246836","GDNBR544","","","","Gordon Brush","","","","1508-04000","","","","","","","",
"255581093412","GDNBR545","","","","Gordon Brush","24","","","1508-06000","","","","","","","",
"255581113105","GDNBR589","","Nylon","","Gordon Brush","","","","187NAD","","","","","","","",
"265735610671","GDNBR591","","Nylon","","Gordon Brush","","","","187NPG","","","","","","","",
"265735875044","GDNBR592","","Nylon","","Gordon Brush","","","","187S9X","","","","","","","",
"265735951418","GDNBR599","","Hog","","Gordon Brush","","","","1CKG","","","","","","","",
"255581122891","GDNBR601","","Horse","","Gordon Brush","","","","1HHG","","","","","","","",
"255581106218","GDNBR603","","Nylon","","Gordon Brush","","","","1NG","","","","","","","",
"265735859163","GDNBR605","","Red Sable","","Gordon Brush","24","","","2001-01000","","","","","","","",
"255581094444","GDNBR606","","Red Sable","","Gordon Brush","24","","","2001-02000","","","","","","","",
"255581239363","GDNBR607","","Red Sable","","Gordon Brush","24","","","2001-03000","","","","","","","",
"265735941778","GDNBR766","","Nylon","","Gordon Brush","","","","250NAD","","","","","","","",
"255581026082","GDNBR768","","Nylon","","Gordon Brush","","","","250NPG","","","","","","","",
"265735710871","GDNBR769","","Nylon","","Gordon Brush","","","","250S9X","","","","","","","",
"265735882106","GDNBR931","","Nylon","","Gordon Brush","","","","375NAD","","","","","","","",
"255581028234","GDNBR932","","Nylon","","Gordon Brush","","","","375NP","","","","","","","",
"255581200568","GDNBR933","","Nylon","","Gordon Brush","","","","375NPG","","","","","","","",
"255581228936","GDNBR934","","Nylon","","Gordon Brush","","","","375S9X","","","","","","","",
"255581227761","GDNBR1150","","Nylon","","Gordon Brush","","","","499NAD","","","","","","","",
"255581045068","GDNBR1151","","Nylon","","Gordon Brush","","","","499NP","","","","","","","",
"255580949806","GDNBR1152","","Nylon","","Gordon Brush","","","","499NPG","","","","","","","",
"265735718761","GDNBR1153","","Nylon","","Gordon Brush","","","","499S9X","","","","","","","",
"265735806343","GDNBR1374","","","Round","Gordon Brush","","","","6021-04000","","","","","","","",
"255581180873","GDNBR1377","","","","Gordon Brush","","","","6026-00025","","","","","","","",
"265735832951","GDNBR1378","","","","Gordon Brush","","","","6026-00037","","","","","","","",
"255581032906","GDNBR1379","","","","Gordon Brush","","","","6026-00050","","","","","","","",
"255581077027","GDNBR1380","","","","Gordon Brush","","","","6026-00062","","","","","","","",
"265735626187","GDNBR1381","","","","Gordon Brush","","","","6026-00075","","","","","","","",
"255581055746","GDNBR1382","","","","Gordon Brush","","","","6028-00025","","","","","","","",
"265735734984","GDNBR1383","","","","Gordon Brush","","","","6028-00037","","","","","","","",
"265735917182","GDNBR1384","","","","Gordon Brush","","","","6028-00050","","","","","","","",
"255581048008","GDNBR1385","","","","Gordon Brush","","","","6028-00062","","","","","","","",
"255581242727","GDNBR1386","","","","Gordon Brush","","","","6028-00075","","","","","","","",
"255581083019","GDNBR1413","","","","Gordon Brush","24","Long","","6052-01000","","","","","","","",
"255581050402","GDNBR1414","","","","Gordon Brush","24","Long","","6052-02000","","","","","","","",
"255581095189","GDNBR1415","","","","Gordon Brush","24","Long","","6052-03000","","","","","","","",
"265735669782","GDNBR1416","","","","Gordon Brush","24","Long","","6052-04000","","","","","","","",
"255581145241","GDNBR1417","","","","Gordon Brush","24","Long","","6052-05000","","","","","","","",
"255581028619","GDNBR1418","","","","Gordon Brush","24","Long","","6052-06000","","","","","","","",
"255581161458","GDNBR1434","","","","Gordon Brush","","","","6080-00000","","","","","","","",
"265735667648","GDNBR1435","","","","Gordon Brush","","","","6080-00200","","","","","","","",
"255580945216","GDNBR1436","","","","Gordon Brush","","","","6080-01000","","","","","","","",
"255581192710","GDNBR1437","","","","Gordon Brush","","","","6080-02000","","","","","","","",
"255581076300","GDNBR1438","","","","Gordon Brush","","","","6080-04000","","","","","","","",
"265735863349","GDNBR1439","","","","Gordon Brush","","","","6080-06000","","","","","","","",
"265735858228","GDNBR1440","","","","Gordon Brush","24","","","6080-08000","","","","","","","",
"265735743061","GDNBR1441","","","","Gordon Brush","24","","","6080-10000","","","","","","","",
"255581217389","GDNBR1442","","","","Gordon Brush","24","","","6080-12000","","","","","","","",
"265735843481","GDNBR1508","","Squirrel","","Gordon Brush","12","","","6108-05000","","","","","","","",
"265735657877","GDNBR1509","","Squirrel","","Gordon Brush","12","","","6108-06000","","","","","","","",
"265735797942","GDNBR1510","","Squirrel","","Gordon Brush","12","","","6108-07000","","","","","","","",
"265735664512","GDNBR1511","","Squirrel","","Gordon Brush","12","","","6108-08000","","","","","","","",
"265735687456","GDNBR1512","","Squirrel","","Gordon Brush","12","","","6108-09000","","","","","","","",
"265735829959","GDNBR1513","","Squirrel","","Gordon Brush","6","","","6108-10000","","","","","","","",
"255581131046","GDNBR1514","","Squirrel","","Gordon Brush","6","","","6108-11000","","","","","","","",
"255581181339","GDNBR1515","","Squirrel","","Gordon Brush","6","","","6108-12000","","","","","","","",
"265735851632","GDNBR1516","","Squirrel","","Gordon Brush","12","","","6109-00000","","","","","","","",
"265735832347","GDNBR1517","","Squirrel","","Gordon Brush","12","","","6109-01000","","","","","","","",
"265735605751","GDNBR1518","","Squirrel","","Gordon Brush","12","","","6109-02000","","","","","","","",
"255581026146","GDNBR1519","","Squirrel","","Gordon Brush","12","","","6109-03000","","","","","","","",
"255580963805","GDNBR1520","","Squirrel","","Gordon Brush","12","","","6109-05000","","","","","","","",
"265735842055","GDNBR1521","","Squirrel","","Gordon Brush","12","","","6109-06000","","","","","","","",
"265735676981","GDNBR1522","","Squirrel","","Gordon Brush","12","","","6109-08000","","","","","","","",
"255581244184","GDNBR1523","","Squirrel","","Gordon Brush","6","","","6109-10000","","","","","","","",
"255581215816","GDNBR1524","","Squirrel","","Gordon Brush","12","Short","","6110-08000","","","","","","","",
"265735698815","GDNBR1525","","Squirrel","","Gordon Brush","6","Short","","6110-10000","","","","","","","",
"265735944724","GDNBR1526","","Squirrel","","Gordon Brush","6","Short","","6110-12000","","","","","","","",
"255580957865","GDNBR1527","","Red Sable","","Gordon Brush","","","","6112-00100","","","","","","","",
"265735737031","GDNBR1528","","","","Gordon Brush","","","","6116-00025","","","","","","","",
"265735856044","GDNBR1529","","","","Gordon Brush","","","","6116-00037","","","","","","","",
"255581144411","GDNBR1530","","","","Gordon Brush","","","","6116-00050","","","","","","","",
"255581127813","GDNBR1531","","","","Gordon Brush","","","","6116-00062","","","","","","","",
"255581244935","GDNBR1532","","","","Gordon Brush","","","","6116-00075","","","","","","","",
"265735877348","GDNBR1533","","","","Gordon Brush","","","","6116-01000","","","","","","","",
"265735810368","GDNBR1569","","","","Gordon Brush","","","","6136-00500","","","","","","","",
"265735689633","GDNBR1570","","","","Gordon Brush","","","","6140-00600","","","","","","","",
"265735794422","GDNBR1576","","","","Gordon Brush","24","","","6146-04000","","","","","","","",
"265735863275","GDNBR1577","","","","Gordon Brush","12","","","6146-05000","","","","","","","",
"265735739154","GDNBR1578","","","","Gordon Brush","12","","","6146-06000","","","","","","","",
"265735828749","GDNBR1579","","","","Gordon Brush","12","","","6146-08000","","","","","","","",
"265735941690","GDNBR1580","","","","Gordon Brush","","","","6148-00500","","","","","","","",
"265735916954","GDNBR1581","","","","Gordon Brush","","","","6150-00000","","","","","","","",
"255581157417","GDNBR1582","","","","Gordon Brush","","","","6152-00000","","","","","","","",
"255580998099","GDNBR1597","","","","Gordon Brush","24","","","6158-06000","","","","","","","",
"255580946603","GDNBR1604","","","","Gordon Brush","24","","","6160-06000","","","","","","","",
"265735819626","GDNBR1948","","Aluminum","","Gordon Brush","","","","AL251HH","","","","","","","",
"265735708704","GDNBR1949","","Aluminum","","Gordon Brush","","","","AL251N","","","","","","","",
"265735858118","GDNBR1950","","Aluminum","","Gordon Brush","","","","AL437N","","","","","","","",
"265735875243","GDNBR1951","","Horse","","Gordon Brush","","","","BT146HH","","","","","","","",
"265735916213","GDNBR1952","","Nylon","","Gordon Brush","","","","BT146N","","","","","","","",
"255581267153","GDNBR1953","","","","Gordon Brush","","","","BT201B","","","","","","","",
"265735944451","GDNBR1954","","Horse","","Gordon Brush","","","","BT201HH","","","","","","","",
"265735615467","GDNBR1955","","Nylon","","Gordon Brush","","","","BT201N","","","","","","","",
"265735741874","GDNBR1956","","","","Gordon Brush","","","","BT202B","","","","","","","",
"255581227386","GDNBR1957","","Goat","","Gordon Brush","","","","BT202G","","","","","","","",
"265735906511","GDNBR1958","","Nylon","","Gordon Brush","","","","BT202N","","","","","","","",
"255581227831","GDNBR1959","","Goat","","Gordon Brush","","","","BT203G","","","","","","","",
"255580971816","GDNBR1960","","Nylon","","Gordon Brush","","","","BT203N","","","","","","","",
"265735939267","GDNBR1961","","Horse","","Gordon Brush","","","","BT204HH","","","","","","","",
"265735746403","GDNBR1962","","Nylon","","Gordon Brush","","","","BT204N","","","","","","","",
"255581035574","GDNBR1963","","","","Gordon Brush","","","","BT406SS","","","","","","","",
"255580971469","GDNBR1964","","","","Gordon Brush","","","","BT407SS","","","","","","","",
"265735833450","GDNBR1965","","","","Gordon Brush","","","","BT606SS","","","","","","","",
"265735940129","GDNBR1966","","Nylon","","Gordon Brush","","","","BT706N","","","","","","","",
"265735864765","GDNBR1967","","","","Gordon Brush","","","","BT706SS","","","","","","","",
"265735673225","GDNBR2183","","","","Gordon Brush","6","","","MHP47","","","","","","","",
"265735725564","GDNBR2082","","","","Gordon Brush","4","","","TA635","","","","","","","",
"255581048849","ORSNO248713","","Plastic","","Magnolia Brush","18","","","455-1218LH","","","","","","","",
