Item Id,SKU,Type,Brand,Scent,Features,Shape,Size,Theme,Color,Material,Number in Pack,Style,Power Source,Room,Country/Region of Manufacture,Personalize,Item Length,Battery Type,Item Width,Item Height,Item Weight,Handmade,MPN,Model,Burning Time,Custom Bundle,Customized,Bundle Description,California Prop 65 Warning,Personalization Instructions,
"255488907682","JECO5005","Decor","Jeco","","","","","","Green","","3","","","","","","","","","","","","CFZ-108_12","","","","","","","",
"265896996950","JECO4582","Decor","Jeco","","","","","","Clear","","3","","","","","","","","","","","","CFZ-108_12_0","","","","","","","",
"255518065370","JECO5006","Decor","Jeco","","","","","","Clear","","3","","","","","","","","","","","","CFZ-109_12","","","","","","","",
"255728914287","JECO4584","Decor","Jeco","","","","","","Clear","","3","","","","","","","","","","","","CFZ-109_12_0","","","","","","","",
"265690731548","JECO5007","Decor","Jeco","","","","","","Clear","","3","","","","","","","","","","","","CFZ-110_12","","","","","","","",
"265644749334","JECO4586","Decor","Jeco","","","","","","Clear","","3","","","","","","","","","","","","CFZ-110_12_0","","","","","","","",
"265884189451","JECO5008","Decor","Jeco","","","","","","Blue","","3","","","","","","","","","","","","CFZ-111_12","","","","","","","",
"265896908590","JECO4587","Decor","Jeco","","","","","","Blue","","3","","","","","","","","","","","","CFZ-111_12_0","","","","","","","",
"265897107425","JECO5009","Decor","Jeco","","","","","","Brown","","3","","","","","","","","","","","","CFZ-112_12","","","","","","","",
"255725188700","JECO4591","Decor","Jeco","","","","","","Brown","","3","","","","","","","","","","","","CFZ-112_12_0","","","","","","","",
"255738007540","JECO5010","Decor","Jeco","","","","","","Clear","","3","","","","","","","","","","","","CFZ-113_12","","","","","","","",
"265897050502","JECO4593","Decor","Jeco","","","","","","Clear","","3","","","","","","","","","","","","CFZ-113_12_0","","","","","","","",
"255728944303","JECO5011","Decor","Jeco","","","","","","Black","","3","","","","","","","","","","","","CFZ-114_12","","","","","","","",
"255738047361","JECO4595","Decor","Jeco","","","","","","Black","","3","","","","","","","","","","","","CFZ-114_12_0","","","","","","","",
"255509732871","JECO4837","Decor","Jeco","Citronella","","","","","White","","3","","","","","","","","","","","","CPC-040_12","","","","","","","",
"255513382637","JECO4835","Decor","Jeco","Citronella","","","","","Yellow","","3","","","","","","","","","","","","CPC-061_12","","","","","","","",
"255489119564","JECO4834","Decor","Jeco","","","","","","White","","3","","","","","","","","","","","","CPZ-067_12","","","","","","","",
"255725207471","JECO4877","Decor","Jeco","","","","","","Gold","","3","","","","","","","","","","","","CPZ-109_12","","","","","","","",
"265896948051","JECO4604","Decor","Jeco","","","","","","Gold","","3","","","","","","","","","","","","CPZ-109_12_0","","","","","","","",
"265897044013","JECO4605","Decor","Jeco","","","Square","","","White","","3","","","","","","","","","","","","CPZ-151_12_0","","","","","","","",
"255725189086","JECO4606","Decor","Jeco","","","Square","","","","","3","","","","","","","","","","","","CPZ-152_12_0","","","","","","","",
"265887645225","JECO4607","Decor","Jeco","","","Square","","","Red","","3","","","","","","","","","","","","CPZ-153_12_0","","","","","","","",
"255724930699","JECO4610","Decor","Jeco","","","Square","","","Pink","","3","","","","","","","","","","","","CPZ-156_12_0","","","","","","","",
"265884211017","JECO4615","Decor","Jeco","","","Square","","","Black","","3","","","","","","","","","","","","CPZ-161_12_0","","","","","","","",
"265887742551","JECO4617","Decor","Jeco","","","Square","","","Gold","","3","","","","","","","","","","","","CPZ-163_12_0","","","","","","","",
"255513518297","JECO5178","Decor","Jeco","Citronella","","Tealight","","","","","","","","","","","","","","","","","CTC-003_12","","","","","","","",
"265897185633","JECO5192","Decor","Jeco","","","","","","White","","","","","","","","","","","","","","CTM-001_12","","","","","","","",
"255738021977","JECO5193","Decor","Jeco","","","","","","","","","","","","","","","","","","","","CTM-002_12","","","","","","","",
"255725152765","JECO5194","Decor","Jeco","","","","","","Yellow","","","","","","","","","","","","","","CTM-003_12","","","","","","","",
"265695301471","JECO5179","Decor","Jeco","","","","","","White","","","","","","","","","","","","","","CTM-020_12","","","","","","","",
"255524240102","JECO5180","Decor","Jeco","","","","","","","","","","","","","","","","","","","","CTM-021_12","","","","","","","",
"265887860344","JECO5183","Decor","Jeco","","","","","","Pink","","","","","","","","","","","","","","CTM-024_12","","","","","","","",
"255738034633","JECO5185","Decor","Jeco","","","","","","Blue","","","","","","","","","","","","","","CTM-026_12","","","","","","","",
"255737956543","JECO5186","Decor","Jeco","","","","","","","","","","","","","","","","","","","","CTM-027_12","","","","","","","",
"265897072529","JECO5187","Decor","Jeco","","","","","","Green","","","","","","","","","","","","","","CTM-028_12","","","","","","","",
"265887620537","JECO5205","Decor","Jeco","","","Tealight","","","White","","","","","","","","","","","","","","CTZ-003_12","","","","","","","",
"265690558547","JECO5206","Decor","Jeco","","","Tealight","","","","","","","","","","","","","","","","","CTZ-005_12","","","","","","","",
"255541622719","JECO5207","Decor","Jeco","","","Tealight","","","","","","","","","","","","","","","","","CTZ-006_12","","","","","","","",
"265896961386","JECO5050","Decor","Jeco","Citronella","","Tealight","","","White","","","","","","","","","","","","","","CTZ-008_12","","","","","","","",
"255738048083","JECO5051","Decor","Jeco","Citronella","","Tealight","","","Yellow","","","","","","","","","","","","","","CTZ-009_12","","","","","","","",
"255539095493","JECO5208","Decor","Jeco","","","Tealight","","","Pink","","","","","","","","","","","","","","CTZ-010_12","","","","","","","",
"255541825032","JECO5209","Decor","Jeco","","","Tealight","","","Yellow","","","","","","","","","","","","","","CTZ-011_12","","","","","","","",
"255728629569","JECO5210","Decor","Jeco","Orange","","Tealight","","","Orange","","","","","","","","","","","","","","CTZ-012_12","","","","","","","",
"265697910974","JECO5211","Decor","Jeco","","","Tealight","","","Red","","","","","","","","","","","","","","CTZ-013_12","","","","","","","",
"255518022712","JECO5212","Decor","Jeco","","","Tealight","","","Blue","","","","","","","","","","","","","","CTZ-014_12","","","","","","","",
"255513085367","JECO5213","Decor","Jeco","","","Tealight","","","Green","","","","","","","","","","","","","","CTZ-015_12","","","","","","","",
"265887587750","JECO5215","Decor","Jeco","","","Tealight","","","Brown","","","","","","","","","","","","","","CTZ-017_12","","","","","","","",
"265887643519","JECO5216","Decor","Jeco","","","Tealight","","","Black","","","","","","","","","","","","","","CTZ-018_12","","","","","","","",
"265669260909","JECO4794","Decor","Jeco","Citronella","","Tealight","","","White","","","","","","","","","","","","","","CTZ-022_12","","","","","","","",
"265644843017","JECO5353","Decor","Jeco","Citronella","","Tealight","","","Yellow","","","","","","","","","","","","","","CTZ-023","","","","","","","",
"265897113537","JECO4793","Decor","Jeco","Citronella","","Tealight","","","Yellow","","","","","","","","","","","","","","CTZ-023_12","","","","","","","",
"255728588257","JECO4874","Decor","Jeco","","","Tealight","","","Red","","","","","","","","","","","","","","CTZ-042_12","","","","","","","",
"255488957232","JECO4871","Decor","Jeco","Citronella","","Glass","","","Yellow","Glass","","","","","","","","","","","","","CVC-021_8","","","","","","","",
"255728668023","JECO4870","Decor","Jeco","Citronella","","Glass","","","Yellow","Glass","","","","","","","","","","","","","CVC-041_8","","","","","","","",
"255513563038","JECO5166","Decor","Jeco","","","Glass","","","Red","Glass","","","","","","","","","","","","","CVZ-034_8","","","","","","","",
"255513324101","JECO5160","Decor","Jeco","","","Glass","","","Pink","Glass","","","","","","","","","","","","","CVZ-035_8","","","","","","","",
"265887829970","JECO5163","Decor","Jeco","Rose","","Glass","","","","Glass","","","","","","","","","","","","","CVZ-036_8","","","","","","","",
"255534516761","JECO5156","Decor","Jeco","","","Glass","","","","Glass","","","","","","","","","","","","","CVZ-037_8","","","","","","","",
"265884194266","JECO5168","Decor","Jeco","","","Glass","","","","Glass","","","","","","","","","","","","","CVZ-038_8","","","","","","","",
"255728942997","JECO5167","Decor","Jeco","","","Glass","","","Green","Glass","","","","","","","","","","","","","CVZ-039_8","","","","","","","",
"265690604494","JECO5161","Decor","Jeco","","","Glass","","","Green","Glass","","","","","","","","","","","","","CVZ-040_8","","","","","","","",
"265698069813","JECO5159","Decor","Jeco","","","Glass","","","Brown","Glass","","","","","","","","","","","","","CVZ-042_8","","","","","","","",
"255513297311","JECO5165","Decor","Jeco","","","Glass","","","Purple","Glass","","","","","","","","","","","","","CVZ-043_8","","","","","","","",
"255513359149","JECO5157","Decor","Jeco","","","Glass","","","Black","Glass","","","","","","","","","","","","","CVZ-044_8","","","","","","","",
"265897050104","JECO4878","Decor","Jeco","Lavender","","Glass","","","","Glass","","","","","","","","","","","","","CVZ-046_8","","","","","","","",
"265669410528","R162049","Decor","R16 HOME FURNITURE","","","","","","","","","","","","","","","","","","","","RMSA-03","","","","","","","",
"255725116708","RLMD3215","Decor","Rite Lite","","","","","","Blue","","","","","","","","","","","","","","C-10-BWN2","","","","","","","",
"255509874969","JECO569","Decor","Zest Candle","","","","","","Green","","3","","","","","","","","","","","","CFZ-060","","","","","","","",
"255488984914","JECO571","Decor","Zest Candle","","","","","","Purple","","3","","","","","","","","","","","","CFZ-062","","","","","","","",
"255509684021","JECO572","Decor","Zest Candle","","","","","","Brown","","3","","","","","","","","","","","","CFZ-063","","","","","","","",
"265665360626","JECO577","Decor","Zest Candle","Rose","","Rose","","","Purple","","3","","","","","","","","","","","","CFZ-073","","","","","","","",
"265665478344","JECO578","Decor","Zest Candle","Rose","","Rose","","","Red","","3","","","","","","","","","","","","CFZ-074","","","","","","","",
"255488910464","JECO644","Decor","Zest Candle","","","","","","Yellow","","3","","","","","","","","","","","","CPZ-074_12","","","","","","","",
"255489046751","JECO650","Decor","Zest Candle","","","","","","Purple","","3","","","","","","","","","","","","CPZ-080_12","","","","","","","",
"265665376077","JECO690","Decor","Zest Candle","","","","","","White","","3","","","","","","","","","","","","CPZ-082_12","","","","","","","",
"265665533539","JECO691","Decor","Zest Candle","","","","","","","","3","","","","","","","","","","","","CPZ-083_12","","","","","","","",
"265665625477","JECO698","Decor","Zest Candle","","","","","","Green","","3","","","","","","","","","","","","CPZ-090_12","","","","","","","",
"265644797306","JECO699","Decor","Zest Candle","","","","","","Purple","","3","","","","","","","","","","","","CPZ-091_12","","","","","","","",
"265665486170","JECO655","Decor","Zest Candle","","","Square","","","Red","","3","","","","","","","","","","","","CPZ-127_12","","","","","","","",
"265883883127","JECO736","Decor","Zest Candle","","","Square","","","White","","3","","","","","","","","","","","","CPZ-151_12","","","","","","","",
"265887507968","JECO737","Decor","Zest Candle","","","Square","","","","","3","","","","","","","","","","","","CPZ-152_12","","","","","","","",
"255518193098","JECO738","Decor","Zest Candle","","","Square","","","Red","","3","","","","","","","","","","","","CPZ-153_12","","","","","","","",
"255575033886","JECO739","Decor","Zest Candle","Orange","","Square","","","Orange","","3","","","","","","","","","","","","CPZ-154_12","","","","","","","",
"265674193429","JECO740","Decor","Zest Candle","","","Square","","","Yellow","","3","","","","","","","","","","","","CPZ-155_12","","","","","","","",
"255509811819","JECO741","Decor","Zest Candle","","","Square","","","Pink","","3","","","","","","","","","","","","CPZ-156_12","","","","","","","",
"255574964396","JECO742","Decor","Zest Candle","","","Square","","","Green","","3","","","","","","","","","","","","CPZ-157_12","","","","","","","",
"265884167457","JECO744","Decor","Zest Candle","","","Square","","","Purple","","3","","","","","","","","","","","","CPZ-159_12","","","","","","","",
"265896987926","JECO745","Decor","Zest Candle","","","Square","","","Blue","","3","","","","","","","","","","","","CPZ-160_12","","","","","","","",
"265884100286","JECO746","Decor","Zest Candle","","","Square","","","Black","","3","","","","","","","","","","","","CPZ-161_12","","","","","","","",
"265883944134","JECO748","Decor","Zest Candle","","","Square","","","Gold","","3","","","","","","","","","","","","CPZ-163_12","","","","","","","",
"255509871688","JECO672","Decor","Zest Candle","","Glitter","","","","White","","3","","","","","","","","","","","","CPZ-166_12","","","","","","","",
