Item Id,SKU,Brand,Model,MPN,Style,Modified Item,Modification Description,California Prop 65 Warning,Country/Region of Manufacture,
"254560001206","117257","Club Fun","","Club-Fun-5-Free-Swing-Chair-Hanging-Kit","","","","","",
