Item Id,SKU,Network Ports,Brand,Product Line,Compatible Port,Number of ports,Compatible Brand,Country/Region of Manufacture,MPN,Connectors,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,
"265148355311","156675","","SIIG","","PCI","","","","SC-SA0R11-S1","","","","","","","","",
