Item Id,SKU,Thickness,Features,Color,Length,Width,Brand,MPN,Model,Custom Bundle,Bundle Description,Modified Item,Modification Description,California Prop 65 Warning,Country/Region of Manufacture,
"254721508443","302025","1.5 mil","Resealable","Clear","24 in","18 in","Generic","Large-Resealable-Clear-Poly-Bags","","","","","","","",
