Item Id,SKU,Type,Brand,Making Method,Color,Features,Capacity,Material,Power,Country/Region of Manufacture,Power Source,MPN,Bundle Description,Item Height,Item Weight,Item Width,Item Depth,Model,Style,California Prop 65 Warning,Custom Bundle,
"265597094101","PRGI064","Countertop Cooking Appliances","Paragon - Manufactured Fun","","","","8 oz","","","","","1108510","","","","","","","","","",
