Item Id,SKU,Brand,Type,Number of Wheels,Age Level,Character Family,Gender,Battery Voltage,Custom Bundle,Year,Bundle Description,Recommended Age Range,Modified Item,Modification Description,MPN,California Prop 65 Warning,Country/Region of Manufacture,
"265623444237","RADFLR1220","Radio Flyer","Wagon","4","1-2 Years","","Boys & Girls","","","1970","","2-10","","","1800","","",
