Item Id,SKU,Occasion,Brand,Material,Color,Shape,Set Includes,Features,Character,Theme,Type,Size,Number of Items,Character Family,Year Manufactured,Country/Region of Manufacture,Pattern,Department,Item Length,Personalize,Item Height,Time Period Manufactured,MPN,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Weight,Item Width,Personalization Instructions,
"265401845420","307873","Christmas","Unbranded","Glitter Balls","Multicolor","Circle","Bauble","Hanging Balls","Christmas","Holiday","Xmas Tree Decoration Balls","Small","39","Christmas Ornaments","","China","Glitter Balls","","","No","","","Does Not Apply","","","No","","","",
