Item Id,SKU,Compatible Product,Type,Brand,Connectivity,Platform,Number of Fans,Maximum Number of Players,Model,Compatible Model,Color,Personalize,Features,Country/Region of Manufacture,Material,Cable Length,Wireless Range,Year Manufactured,Item Weight,California Prop 65 Warning,MPN,Bundle Description,Custom Bundle,Manufacturer Warranty,Personalization Instructions,
"255031121037","175810","Controller","Joystick","Logitech","Wired,USB","","","","Precision Flightstick","For PC","Black","","","","Plastic","","","","","","963290-0403","","","","",
