Item Id,SKU,Type,Set Includes,Material,Indoor/Outdoor,Features,Brand,Color,Style,Department,Seating Capacity,Item Height,Seat Depth,Character,Seat Height,Item Width,Additional Parts Required,Character Family,Item Length,Maximum Weight Capacity,Country/Region of Manufacture,Finish,Minimum Backrest Height,FSC Certified,Assembly Required,Personalized,Armrest Height,Manufacturer Warranty,Minimum Armrest Height,Minimum Seat Height,Number of Items in Set,Year Manufactured,Item Weight,Maximum Armrest Height,Backrest Height,Maximum Backrest Height,Maximum Seat Height,Assembly Status,Original/Reproduction,Distance from Floor to Bottom,Theme,MPN,Model,Custom Bundle,California Prop 65 Warning,Bundle Description,Care Instructions,Required Tools,
"265644485225","FLHSRL1413","Patio Chair","","Metal,Steel","Indoor & Outdoor","Cushion Included,Weather Resistant","FlowerHouse","Beige","Modern","","Up to 2","66 in","44 in","","","44 in","","","66in.","400 lb","","Chrome","44 in","","","","","","","","","","83lbs.","44 in","44 in","44 in","","Assembly Required","","","","FHPC100DC","FHPC100-DC","","","","","",
