Item Id,SKU,Model,Brand,Screen Size,Type,Features,MPN,Unit Size,Custom Bundle,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"264700482743","274490","","ACCELL","","","","B086B-007B","","","","","","","",
