Item Id,SKU,Brand,Chemical Composition,Battery Capacity,Compatible Battery Sizes,Voltage,Type,Amp Hours,Country/Region of Manufacture,Application,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Connectivity,Manufacturer Warranty,
"254610383566","272632","Generic","","","","","SADC-0891-AC-Adapter","","","","SADC-0891-AC-Adapter","","","","","",
