Item Id,SKU,Brand,Type,Compatible Scale,Compatible Fuel Type,Compatible Brand,Color,MPN,Age Level,Custom Bundle,Bundle Description,Modified Item,Modification Description,Model,California Prop 65 Warning,Country/Region of Manufacture,
"265597103791","TRDMR48243","Zigzag Cars","Model Cars & Planes","","","","","80-1277BL","","","","","","","","",
