Item Id,SKU,Type,Brand,Fish Species,Color,Material,Maximum Length,Country/Region of Manufacture,Fishing Type,Item Length,Handedness,MPN,California Prop 65 Warning,Item Height,Item Weight,Item Width,
"265623479691","WN1901020","Downrigger","Cannon","Multi Species","","","","","","","","1901020","","","","",
