Item Id,SKU,Number of ports,Brand,Network Ports,Rack Unit Height,Rack Unit Width,Compatible Brand,Country/Region of Manufacture,MPN,Connectors,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,Product Line,
"265317905135","302528","","Startech","","","","","","CBMOWD4527","","","","","","","","","",
"265295997112","303100","","Startech","","","","","","CBMZTRB10BK","","","","","","","","","",
