Item Id,SKU,Type,Fuel Type,Indoor/Outdoor,Items included,Shape,Brand,Material,Size,Color,Cooking Area Width,Finish,Cooking Area Length,Item Height,Mounting,Item Width,Item Diameter,Item Depth,Style,Features,Country/Region of Manufacture,Year Manufactured,Required Tools,Assembly Required,Item Weight,Manufacturer Warranty,MPN,Model,California Prop 65 Warning,Custom Bundle,Bundle Description,Power,
"265639801318","PTN044","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F240","","","","","",
"265639772400","PTN045","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F241","","","","","",
"265644490729","PTN046","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F242","","","","","",
"255476924865","PTN047","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F243","","","","","",
"255488694862","PTN049","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F246","","","","","",
"255476998172","PTN050","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F247","","","","","",
"265634313694","PTN051","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F248","","","","","",
"265644570281","PTN053","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F400","","","","","",
"255483699328","PTN054","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F401","","","","","",
"265644629592","PTN055","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F402","","","","","",
"265639815938","PTN056","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F403","","","","","",
"255476996024","PTN058","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F405","","","","","",
"255488828992","PTN059","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F406","","","","","",
"265634297727","PTN060","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F409","","","","","",
"255488799487","PTN062","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F411","","","","","",
"265639669375","PTN063","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F412","","","","","",
"265639744205","PTN064","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F414","","","","","",
"265634297817","PTN065","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F423","","","","","",
"255483879813","PTN066","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F425","","","","","",
"255488845067","PTN067","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","Mexico","","","","","","F426","","","","","",
"265644595550","PTN068","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F428","","","","","",
"265644525135","PTN069","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F429","","","","","",
"265639738732","PTN071","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F431","","","","","",
"265644477759","PTN072","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F432","","","","","",
"265639561651","PTN073","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","Mexico","","","","","","F435","","","","","",
"265634261021","PTN074","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F438","","","","","",
"265639765201","PTN075","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","Georgia","","","","","","F447","","","","","",
"265639531609","PTN076","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F460","","","","","",
"265634275811","PTN077","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F461","","","","","",
"265644475018","PTN078","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F464","","","","","",
"265644472455","PTN079","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F468","","","","","",
"265639713559","PTN080","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F469","","","","","",
"265639570706","PTN081","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F470","","","","","",
"255483886250","PTN082","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F471","","","","","",
"265644638719","PTN083","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F472","","","","","",
"255483696029","PTN084","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F473","","","","","",
"265639696090","PTN085","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","United States","","","","","","F474","","","","","",
"265644598177","PTN086","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F475","","","","","",
"255483686331","PTN087","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F476","","","","","",
"265639703828","PTN088","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F477","","","","","",
"265644627408","JNSN47862","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F231","","","","","",
"265639651448","JNSN47865","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F249","","","","","",
"255488804016","JNSN47866","Firepits & Outdoor Fireplaces","","","","","Patina Products","","","","","","","","","","","","","","","","","","","","F216","","","","","",
"265634276662","TRDMR55557","Firepits & Outdoor Fireplaces","Wood","","","Square","Pure Garden","","","","","","","","","","","","","","","","","","","","50-104","","","","","",
"265639505998","TRDMR52779","Firepits & Outdoor Fireplaces","Wood","","","","Pure Garden","","","","","","","","","","","","","","","","","","","","50-155","","","","","",
"255476988236","ZX9PTPR013","Firepits & Outdoor Fireplaces","","","","","PatioPlus","","","","","","","","","","","","","","","","","","","","PA117261","","","","","",
"255488828679","TRVAL128002","Firepits & Outdoor Fireplaces","Gas","","","Square","Shinerich","","","","","","","","","","","","","","","","","","","","270086","","","","","",
"265639803005","TRVAL124643","Firepits & Outdoor Fireplaces","","","","Round","Shinerich industrial","","","","","","","","","","","","","","","","","","","","258362","","","","","",
"255488782154","TRVAL124644","Firepits & Outdoor Fireplaces","","","","","Shinerich industrial","","","","","","","","","","","","","","","","","","","","258363","","","","","",
"255483954541","ZX9PTPR028","Firepits & Outdoor Fireplaces","","","","","PatioPlus","","","","","","","","","","","","","","","","","","","","PA117266","","","","","",
"255488779513","ACHR151142","Firepits & Outdoor Fireplaces","Propane","","","","TK Products","","","","","","","","Tabletop","","","","","","","","","","","","4003465","","","","","",
"265639720934","ZX9PTN034","Firepits & Outdoor Fireplaces","","","","","PatioPlus","","","","","","","","","","","","","","","","","","","","PA935130","","","","","",
