Item Id,SKU,Interface,Storage Capacity,USB Specification,Brand,Compatible With,Features,Color,Type,Product Line,Write Speed,Personalize,Read Speed,Transfer Rate,Country/Region of Manufacture,Writable Format,Storage Format,Model,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,Personalization Instructions,
"254188290754","127794","","","","Unbranded","Laptop","","Black","battery","ThinkPad","","","","","","","","DataTraveler Workspace","DTWS/128GB","","","","","","","","",
