Item Id,SKU,Brand,Model,MPN,Size,Type,Custom Bundle,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"255461416478","CTCP090","Caitec","","213","Large","Bird","","","","","","",
