Item Id,SKU,Occasion,Theme,Type,Color,Character Family,Brand,Character,Pattern,Country/Region of Manufacture,Department,Style,Origin,Item Length,Vintage,Personalize,Product Line,MPN,Antique,Production Technique,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Width,Personalization Instructions,Production Style,
"265597106505","SPRCH63632","","","Educational Products","Brown","","The Coin-Tainer","","","","","","","","","","","PQP20025","","","","","","","","",
