Item Id,SKU,Brand,Portability,Type,Voltage,Power Source,Lubrication Type,Horse Power,Tank Capacity,Maximum Working Pressure,Color,Country/Region of Manufacture,Tank Material,Set Includes,Flow Rate,Item Diameter,MPN,Model,Manufacturer Warranty,Custom Bundle,Bundle Description,Item Width,Item Length,Item Height,California Prop 65 Warning,Item Weight,
"264331767731","115739","Maxam","","Does Not Apply","","","","","","","","","","","","","3-in-1-300psi-Air-Compressor-and-Flashl","","","","","","","","","",
