Item Id,SKU,Brand,Color,Features,Character Family,Theme,MPN,Gender,Seating Direction,Custom Bundle,Model,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"265620505034","MNMR74265","Harley Quinn","Red","","","","sunshdhq","","","","","","","","","",
