Item Id,SKU,Brand,Product Line,Technology,Type,Output Type,Input Type,Connectivity,Features,Supported Paper Size,Maximum Resolution,Black Print Speed,Memory,Scanning Resolution,Manufacturer Warranty,Supported Scanning Sizes,Country/Region of Manufacture,Color Depth,Model,Image Sensor,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Grayscale Depth,Item Height,Item Length,Item Width,
"255070660658","118755","Epson","Epson WorkForce","Inkjet","All-In-One Printer","Color","Color","Cable,Wireless,Ethernet (RJ-11),Ethernet (RJ-45),USB 2.0,10/100Base-TX","Scanner,Copier,Networkable,Fax,Duplex","Letter","4800 x 1200 DPI","14 ppm","","9600x9600 DPI","","8.5"" x 11.7""","","48 Bit","WF-2860","Contact Image Sensor (CIS)","3GQ629,C11CG28201","","","","48 Bit","10in.","","16.4in.",
