Item Id,SKU,Type,Brand,Set Includes,Number in Pack,Head Material,Handle Material,Color,Item Weight,Size,Finish,Country/Region of Manufacture,Features,Item Width,Item Height,Personalize,Model,Number of Items in Set,Year Manufactured,Style,MPN,Custom Bundle,California Prop 65 Warning,Bundle Description,Manufacturer Warranty,Personalization Instructions,
"264713190476","116419","BBQ Tool Set","Chefmaster","Barbecue Fork,Basting Brush,Cleaning Brush,Grill Brush,Grill Scraper,Grill Set","19","Stainless Steel","Stainless Steel","Multicolor","4 lb","Large","Chrome","","Easy Clean,Reusable","","","","","","","","19pc-Barbeque-Tool-Set","","","","","",
