Item Id,SKU,Brand,Type,MPN,Model,Custom Bundle,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"264689231980","117206","Maxam","","33pc-Glass-Chess-Set","","","","","","","",
