Item Id,SKU,Type,Lining Material,Brand,Set Includes,Material,Number of Rings,Shape,Item Depth,Water Fill Height,Color,Item Diameter,Product Line,Item Height,Water Type,Item Length,Item Width,Country/Region of Manufacture,Features,Manufacturer Warranty,MPN,Model,Capacity,Custom Bundle,California Prop 65 Warning,Bundle Description,Item Weight,Jet Type,Seating Capacity,
"265639531394","KLT196","Lawn & Landscaping","Plastic","Koolatron","Skimmer","Plastic","","","","","Brown","","","","Pond","","","","","","FPS-500","","","","","","","","",
