Item Id,SKU,Franchise,Character,Brand,Movie,TV Show,Type,Featured Person/Artist,Year Manufactured,Series,Theme,Scale,Items included,Material,Color,Animal Species,Features,Model,Animation Studio,Grade,Country/Region of Manufacture,Occasion,Vehicle Type,Sport,Genre,Product Line,Item Height,Signed by,Personalize,Vintage,Original/Licensed Reproduction,Time Period Manufactured,Transformer Faction,Signed,Item Width,Customized,Theme Park/Store,Item Length,Age Level,Autograph Authentication,Convention/Event,League,Item Weight,Professional Grader,Certification Number,MPN,Autograph Authentication Number,Autograph Format,Bundle Description,California Prop 65 Warning,Custom Bundle,Number in Pack,Packaging,Personalization Instructions,
"265597114638","SPWS4510","","","Bachmann","","","Lionel Train Sets","","","","","","","","","","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","BAC44441","","","","","","","","",
