Item Id,SKU,Set Includes,Type,Brand,Shape,Material,Color,Number of Items in Set,Features,Style,Country/Region of Manufacture,Item Width,Item Depth,Item Height,Item Length,Capacity,MPN,Wood Tone,Item Diameter,Item Weight,California Prop 65 Warning,Bundle Description,Custom Bundle,
"255042209060","116401","Dispenser","","Maxam","","","","","","","","","","","","","3.7qt-(3.5L)-Beverage-Dispenser","","","","","","",
"254932259543","116592","Dispenser","Liquor Dispenser","Wyndham House","","","","","","","","","","","","","4-Bottle-Liquor-Dispenser","","","","","","",
