Item Id,SKU,Type,Brand,Lighting Technology,Features,Number of LEDs,Cord Type,Voltage,Number of Batteries,Power Source,Battery Technology,Color,Material,Energy Star,Lumens,Battery Included,Country/Region of Manufacture,Operating Range,Number of Lights,IP Rating,Operating Time,Item Height,Item Length,Item Weight,Item Width,EC Range,MPN,Custom Bundle,California Prop 65 Warning,Bundle Description,Cable Length,
"264331769445","115830","Lantern","Mitaki","LED","","","","","","","","","","","","","","","","","","","","","","","12-Bulb-LED-Lantern","","","","",
