Item Id,SKU,Brand,Lock Mechanism,Type,Material,Smart Home Protocol,Custom Bundle,Model,Bundle Description,MPN,Modified Item,Smart Home Compatibility,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"255461985383","TRVAL116277","North States Industries","","Pet Doors","Metal","","","","","239930","","","","","",
